antecedents,consequents,antecedent_names,consequent_names,support,confidence,lift,conviction,antecedent_len,consequent_len
['spotify:track:3bnVBN67NBEzedqQuWrpP4'],['spotify:track:2Z8WuEywRWYTKe1NybPQEW'],['Tear In My Heart'],['Ride'],0.00381000762001524,0.44117647058823534,24.123774509803926,1.7567477240217637,1,1
['spotify:track:0bVtevEgtDIeRjCJbK3Lmv'],['spotify:track:3YBZIN3rekqsKxbJc9FZko'],['Welcome To The Jungle'],['Paradise City'],0.00381000762001524,0.42857142857142855,51.12987012987013,1.7353314706629415,1,1
['spotify:track:68Pux358EOhXmQqln37bj4'],['spotify:track:0y44Oz1T9uWDKg4SFDWRWH'],['God Gave Me You'],['Honey Bee'],0.00381000762001524,0.4225352112676057,43.776871756856934,1.714992844619836,1,1
['spotify:track:1yxgsra98r3qAtxqiGZPiX'],['spotify:track:6p8NuHm8uCGnn2Dtbtf7zE'],['Butterfly Effect'],['Slippery (feat. Gucci Mane)'],0.00381000762001524,0.4225352112676057,30.805946791862286,1.7079551720079051,1,1
['spotify:track:4uhvMW7ly7tJil31YYscAN'],['spotify:track:2ANLarE8yHVsLWW21nj79M'],['Erase Your Social'],['You Was Right'],0.00381000762001524,0.4225352112676057,29.97335363532547,1.707295390200537,1,1
['spotify:track:4uhvMW7ly7tJil31YYscAN'],['spotify:track:4Km5HrUvYTaSUfiSGPJeQR'],['Erase Your Social'],['Bad and Boujee (feat. Lil Uzi Vert)'],0.00381000762001524,0.4225352112676057,18.586828231961604,1.6923403359001843,1,1
['spotify:track:4uhvMW7ly7tJil31YYscAN'],['spotify:track:0B8QzDH7YWih85V5SEMnyJ'],['Erase Your Social'],['Money Longer'],0.00381000762001524,0.4225352112676057,31.093852836646047,1.7081750992770282,1,1
['spotify:track:1e1JKLEDKP7hEQzJfNAgPl'],['spotify:track:7KXjTSCq5nL1LoYtL7XAwS'],['Magnolia'],['HUMBLE.'],0.00381000762001524,0.4166666666666667,16.486599664991626,1.6709604847781128,1,1
['spotify:track:1e1JKLEDKP7hEQzJfNAgPl'],['spotify:track:0VgkVdmE4gld66l8iyGjgx'],['Magnolia'],['Mask Off'],0.00381000762001524,0.4166666666666667,25.044529262086513,1.6857650858158861,1,1
['spotify:track:7JYsArznYOjX2jsrT3UEnL'],['spotify:track:7yyRTcZmCiyzzJlNzGC9Ol'],['OOOUUU'],['Broccoli (feat. Lil Yachty)'],0.00381000762001524,0.4166666666666667,14.712257100149477,1.665735331470663,1,1
['spotify:track:4gmmRb6bZJffOOiww1JGTO'],['spotify:track:4Km5HrUvYTaSUfiSGPJeQR'],['No Heart'],['Bad and Boujee (feat. Lil Uzi Vert)'],0.00381000762001524,0.410958904109589,18.077600061222928,1.6590811088598922,1,1
['spotify:track:4wFUdSCer8bdQsrp1M90sa'],['spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ'],"[""Highway Don't Care""]",['Drunk On You'],0.00381000762001524,0.410958904109589,35.55923528526268,1.678054356108712,1,1
['spotify:track:5uqphUYsR45kPYplrYSAQh'],['spotify:track:1Ser4X0TKttOvo8bgdytTP'],['Throw Sum Mo'],['Come Get Her'],0.00381000762001524,0.4054054054054054,25.952537903757413,1.6555464474565311,1,1
['spotify:track:5aj0xPGiEUN3aI2oOYu14S'],['spotify:track:6eYYm2xwrvdav2yakF3cqg'],"[""I Don't Dance""]",['Leave The Night On'],0.00381000762001524,0.4,32.138775510204084,1.6459232918465836,1,1
"['spotify:track:1yEwEiTpsaPhQi9lb5EVV4', 'spotify:track:3ts6xK5GzfMAAriT9AIBmP']",['spotify:track:4dGJf1SER1T6ooX46vwzRB'],"['Knee Deep (feat. Jimmy Buffett)', 'Barefoot Blue Jean Night']",['Chicken Fried'],0.003683007366014732,0.8055555555555556,50.74355555555556,5.061214122428245,2,1
"['spotify:track:2Fk0WwAqTBesLtKg97nojy', 'spotify:track:6eYYm2xwrvdav2yakF3cqg']",['spotify:track:2FviG1Ma0M0BSZbqaDvw0x'],"['Crash And Burn', 'Leave The Night On']",['House Party'],0.003683007366014732,0.8055555555555556,56.1322517207473,5.0690518523894195,2,1
"['spotify:track:2Fk0WwAqTBesLtKg97nojy', 'spotify:track:2FviG1Ma0M0BSZbqaDvw0x']",['spotify:track:6eYYm2xwrvdav2yakF3cqg'],"['Crash And Burn', 'House Party']",['Leave The Night On'],0.003683007366014732,0.7837837837837837,62.97462768891339,4.567437134874267,2,1
"['spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ', 'spotify:track:5HGibWoxnkYSkl6mHmAlOE']",['spotify:track:03fT3OHB9KyMtGMt2zwqCT'],"['Drunk On You', ""That's My Kind Of Night""]",['Play It Again'],0.003683007366014732,0.7073170731707317,50.631042128603106,3.3689357378714755,2,1
"['spotify:track:03fT3OHB9KyMtGMt2zwqCT', 'spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ']",['spotify:track:5HGibWoxnkYSkl6mHmAlOE'],"['Play It Again', 'Drunk On You']","[""That's My Kind Of Night""]",0.003683007366014732,0.6904761904761904,52.27701465201464,3.188097145425059,2,1
"['spotify:track:3ts6xK5GzfMAAriT9AIBmP', 'spotify:track:4dGJf1SER1T6ooX46vwzRB']",['spotify:track:1yEwEiTpsaPhQi9lb5EVV4'],"['Barefoot Blue Jean Night', 'Chicken Fried']",['Knee Deep (feat. Jimmy Buffett)'],0.003683007366014732,0.6444444444444444,51.779138321995454,2.777495554991109,2,1
"['spotify:track:2FviG1Ma0M0BSZbqaDvw0x', 'spotify:track:6eYYm2xwrvdav2yakF3cqg']",['spotify:track:2Fk0WwAqTBesLtKg97nojy'],"['House Party', 'Leave The Night On']",['Crash And Burn'],0.003683007366014732,0.58,51.896818181818176,2.3543428039237027,2,1
"['spotify:track:03fT3OHB9KyMtGMt2zwqCT', 'spotify:track:5HGibWoxnkYSkl6mHmAlOE']",['spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ'],"['Play It Again', ""That's My Kind Of Night""]",['Drunk On You'],0.003683007366014732,0.5686274509803921,49.20189614307261,2.291390537326529,2,1
['spotify:track:498ZVInMGDkmmNVpSWqHiZ'],['spotify:track:0BCy325UZyR9z0t0uxwn2N'],['May We All'],['H.O.L.Y.'],0.003683007366014732,0.5686274509803921,44.330421277421856,2.2884464405292446,1,1
['spotify:track:03LpkqucyYKcYclDs8HuxO'],['spotify:track:2FviG1Ma0M0BSZbqaDvw0x'],"['John Cougar, John Deere, John 3:16']",['House Party'],0.003683007366014732,0.5576923076923077,38.860789652825055,2.2284237611953484,1,1
['spotify:track:2EvddT8rcO99bKH0rDHAYG'],['spotify:track:6eYYm2xwrvdav2yakF3cqg'],['We Are Tonight'],['Leave The Night On'],0.003683007366014732,0.537037037037037,43.14928193499621,2.133116586233172,1,1
['spotify:track:0H9Q7Vzu8nYRDBZYKbtU8d'],['spotify:track:6eYYm2xwrvdav2yakF3cqg'],['Sippin’ On Fire'],['Leave The Night On'],0.003683007366014732,0.5087719298245614,40.87826709631221,2.0103777350411844,1,1
['spotify:track:4pbJqGIASGPr0ZpGpnWkDn'],['spotify:track:5vdp5UmvTsnMEMESIF2Ym7'],['We Will Rock You - Remastered'],['Another One Bites The Dust - Remastered 2011'],0.003683007366014732,0.5,46.31764705882353,1.9784099568199136,1,1
['spotify:track:4pbJqGIASGPr0ZpGpnWkDn'],['spotify:track:1AhDOtG9vPSOmsWgNW0BEY'],['We Will Rock You - Remastered'],['Bohemian Rhapsody - Remastered 2011'],0.003683007366014732,0.5,24.153374233128833,1.9585979171958343,1,1
['spotify:track:4YR6Dextuoc3I8nJ0XgzKI'],['spotify:track:4bHsxqR3GMrXTxEPLuK5ue'],['Footloose'],"[""Don't Stop Believin'""]",0.003683007366014732,0.5,27.72535211267606,1.9639319278638556,1,1
"['spotify:track:1yEwEiTpsaPhQi9lb5EVV4', 'spotify:track:4dGJf1SER1T6ooX46vwzRB']",['spotify:track:3ts6xK5GzfMAAriT9AIBmP'],"['Knee Deep (feat. Jimmy Buffett)', 'Chicken Fried']",['Barefoot Blue Jean Night'],0.003683007366014732,0.4915254237288135,37.214146023468054,1.940690881381763,2,1
['spotify:track:2zvot9pY2FNl1E94kc4K8M'],['spotify:track:4BGJSbB5rAcg4pNzD4gfxU'],"[""Rocket Man (I Think It's Going To Be A Long Long Time)""]",['Tiny Dancer'],0.003683007366014732,0.48333333333333334,46.98477366255144,1.915573508566372,1,1
['spotify:track:10Nmj3JCNoMeBQ87uw5j8k'],['spotify:track:2aibwv5hGXSgw7Yru8IYTO'],['Dani California'],['Snow (Hey Oh) - Hey Oh Album Version'],0.003683007366014732,0.48333333333333334,49.42554112554112,1.9165567363392793,1,1
['spotify:track:7fSGbZLhWlAiCC3HDPAULu'],['spotify:track:0wzABO1igQsSy8cQ7dIeHK'],"[""(I Can't Get No) Satisfaction - Mono Version / Remastered 2002""]",['Paint It Black'],0.003683007366014732,0.47540983606557374,61.36683687180865,1.8914822517145033,1,1
['spotify:track:0wzABO1igQsSy8cQ7dIeHK'],['spotify:track:7fSGbZLhWlAiCC3HDPAULu'],['Paint It Black'],"[""(I Can't Get No) Satisfaction - Mono Version / Remastered 2002""]",0.003683007366014732,0.47540983606557374,61.36683687180865,1.8914822517145033,1,1
['spotify:track:4PJXT82AZtlDW4Q71b43oz'],['spotify:track:6eYYm2xwrvdav2yakF3cqg'],"[""Whatever She's Got""]",['Leave The Night On'],0.003683007366014732,0.47540983606557374,38.197724991635994,1.88252476504953,1,1
['spotify:track:6kZFIsYCBeuH0f1zGk1UoM'],['spotify:track:4CJVkjo5WpmUAKp3R44LNb'],['Simple Man'],['Sweet Home Alabama'],0.003683007366014732,0.46774193548387094,27.281481481481478,1.8465759961822956,1,1
['spotify:track:4yugZvBYaoREkJKtbG08Qr'],['spotify:track:40riOy7x9W7GXjyGp4pjAv'],['Take It Easy'],['Hotel California - Remastered'],0.003683007366014732,0.46774193548387094,32.02608695652174,1.8513481269386782,1,1
['spotify:track:6IFPfV8PNSYOmufzQ95hmm'],['spotify:track:2FviG1Ma0M0BSZbqaDvw0x'],['Confession'],['House Party'],0.003683007366014732,0.4603174603174603,32.075572411855596,1.8263495644638346,1,1
['spotify:track:3JtmRIkVK95rmf4kWKA3ON'],['spotify:track:0H04yVa3DJxoXbLBpAb7iV'],['Stay A Little Longer'],"[""I'm Comin' Over""]",0.003683007366014732,0.453125,45.742387820512825,1.8104575637722704,1,1
['spotify:track:4ly1QBXEwYoDmje9rmEgC4'],['spotify:track:5ZManJDV3CexO66nRCkdiV'],['Head Over Boots'],['Break Up with Him'],0.003683007366014732,0.4461538461538461,45.03865877712032,1.787669686450484,1,1
['spotify:track:0El2Zyt68nYySFDG87hZgM'],['spotify:track:1soxUgYIZb1qx1c7o1Lc7z'],['Sun Daze'],['Drunk On A Plane'],0.003683007366014732,0.4461538461538461,35.847095761381475,1.7830835661671323,1,1
['spotify:track:5dNGORzxFb5z3v7vSAFkTU'],['spotify:track:6eYYm2xwrvdav2yakF3cqg'],"[""Beachin'""]",['Leave The Night On'],0.003683007366014732,0.4461538461538461,35.847095761381475,1.7830835661671323,1,1
['spotify:track:6aNwDe5YH5YUPlpHkku52w'],['spotify:track:4dGJf1SER1T6ooX46vwzRB'],['Sunshine & Whiskey'],['Chicken Fried'],0.003683007366014732,0.43939393939393934,27.67830303030303,1.7554661595809675,1,1
['spotify:track:6SwRhMLwNqEi6alNPVG00n'],['spotify:track:6PGoSes0D9eUDeeAafB2As'],['LOYALTY. FEAT. RIHANNA.'],['LOVE. FEAT. ZACARI.'],0.003683007366014732,0.43939393939393934,41.18795093795093,1.7647543403194912,1,1
['spotify:track:22DKsoYFV5npPXmnPpXL7i'],['spotify:track:27GmP9AWRs744SzKcpJsTZ'],['Watch Out'],['Jumpman'],0.003683007366014732,0.41428571428571426,16.643294460641396,1.6648184515881226,1,1
['spotify:track:12d5QFwzh60IIHlsSnAvps'],['spotify:track:5InOp6q2vvx0fShv3bzFLZ'],['10 Bands'],['Know Yourself'],0.003683007366014732,0.4084507042253521,41.7680629229925,1.6739449907471242,1,1
['spotify:track:1yxgsra98r3qAtxqiGZPiX'],['spotify:track:2fQrGHiQOvpL9UgPvtYy6G'],['Butterfly Effect'],['Bank Account'],0.003683007366014732,0.4084507042253521,41.23257493680029,1.673730299841552,1,1
['spotify:track:6Ymvlzom4TQeoKqAWsZRD8'],['spotify:track:05ZACkzW8YbRq3eFgIfSNB'],"[""Somethin' 'Bout A Truck""]",['Springsteen'],0.003683007366014732,0.4084507042253521,26.14748654528799,1.6640692090907991,1,1
['spotify:track:0Nu9WA8kEbBWEsay2s8Q0U'],['spotify:track:0i5el041vd6nxrGEU8QRxy'],['Even If It Breaks Your Heart'],['Cruise'],0.003683007366014732,0.4084507042253521,28.461423407702856,1.666216118146522,1,1
['spotify:track:0Nu9WA8kEbBWEsay2s8Q0U'],['spotify:track:3xdjjKMcMOFgo1eQrfbogM'],['Even If It Breaks Your Heart'],['Wagon Wheel'],0.003683007366014732,0.4084507042253521,28.461423407702856,1.666216118146522,1,1
"['spotify:track:3ts6xK5GzfMAAriT9AIBmP', 'spotify:track:5kjyiH6but1t2UDXq15aeS']",['spotify:track:4dGJf1SER1T6ooX46vwzRB'],"['Barefoot Blue Jean Night', 'Toes']",['Chicken Fried'],0.003556007112014224,0.8750000000000001,55.11800000000001,7.872999745999499,2,1
"['spotify:track:03fT3OHB9KyMtGMt2zwqCT', 'spotify:track:1yEwEiTpsaPhQi9lb5EVV4']",['spotify:track:4dGJf1SER1T6ooX46vwzRB'],"['Play It Again', 'Knee Deep (feat. Jimmy Buffett)']",['Chicken Fried'],0.003556007112014224,0.7777777777777778,48.99377777777778,4.428562357124714,2,1
"['spotify:track:5kNe7PE09d6Kvw5pAsx23n', 'spotify:track:7vWGeYZJUzBXKGPro05UXS']",['spotify:track:2FviG1Ma0M0BSZbqaDvw0x'],"['Die A Happy Man', 'Take Your Time']",['House Party'],0.003556007112014224,0.7567567567567567,52.731882324802676,4.052112437558208,2,1
"['spotify:track:2N3F1EQCpnIeDOA3rLSAfE', 'spotify:track:7vWGeYZJUzBXKGPro05UXS']",['spotify:track:6eYYm2xwrvdav2yakF3cqg'],"['Break Up In A Small Town', 'Take Your Time']",['Leave The Night On'],0.003556007112014224,0.736842105263158,59.203007518796994,3.752705105410212,2,1
"['spotify:track:2N3F1EQCpnIeDOA3rLSAfE', 'spotify:track:6eYYm2xwrvdav2yakF3cqg']",['spotify:track:7vWGeYZJUzBXKGPro05UXS'],"['Break Up In A Small Town', 'Leave The Night On']",['Take Your Time'],0.003556007112014224,0.6829268292682927,55.43676137792306,3.114993845372307,2,1
"['spotify:track:03fT3OHB9KyMtGMt2zwqCT', 'spotify:track:4dGJf1SER1T6ooX46vwzRB']",['spotify:track:1yEwEiTpsaPhQi9lb5EVV4'],"['Play It Again', 'Chicken Fried']",['Knee Deep (feat. Jimmy Buffett)'],0.003556007112014224,0.6666666666666666,53.56462585034013,2.96266192532385,2,1
"['spotify:track:6eYYm2xwrvdav2yakF3cqg', 'spotify:track:7vWGeYZJUzBXKGPro05UXS']",['spotify:track:2N3F1EQCpnIeDOA3rLSAfE'],"['Leave The Night On', 'Take Your Time']",['Break Up In A Small Town'],0.003556007112014224,0.6222222222222222,58.32592592592592,2.61881994352224,2,1
"['spotify:track:3ts6xK5GzfMAAriT9AIBmP', 'spotify:track:4dGJf1SER1T6ooX46vwzRB']",['spotify:track:5kjyiH6but1t2UDXq15aeS'],"['Barefoot Blue Jean Night', 'Chicken Fried']",['Toes'],0.003556007112014224,0.6222222222222222,52.121040189125296,2.615458172092815,2,1
['spotify:track:59J5nzL1KniFHnU120dQzt'],['spotify:track:1e1JKLEDKP7hEQzJfNAgPl'],['wokeuplikethis*'],['Magnolia'],0.003556007112014224,0.5833333333333334,63.79398148148149,2.3780543561087124,1,1
"['spotify:track:2FviG1Ma0M0BSZbqaDvw0x', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:7vWGeYZJUzBXKGPro05UXS'],"['House Party', 'Die A Happy Man']",['Take Your Time'],0.003556007112014224,0.5833333333333334,47.35223367697595,2.370434340868682,2,1
['spotify:track:2WKCH4ISejDV9ad7iPp5XU'],['spotify:track:3ts6xK5GzfMAAriT9AIBmP'],['5-1-5-0'],['Barefoot Blue Jean Night'],0.003556007112014224,0.5833333333333334,44.1650641025641,2.3683007366014737,1,1
"['spotify:track:2FviG1Ma0M0BSZbqaDvw0x', 'spotify:track:7vWGeYZJUzBXKGPro05UXS']",['spotify:track:5kNe7PE09d6Kvw5pAsx23n'],"['House Party', 'Take Your Time']",['Die A Happy Man'],0.003556007112014224,0.5714285714285714,35.42857142857143,2.2956989247311825,2,1
['spotify:track:1HNs07uZxZniPNmniw2GTa'],['spotify:track:62vpWI1CHwFy7tMIcSStl8'],['Apparently'],['No Role Modelz'],0.003556007112014224,0.56,20.89781990521327,2.2118248781952112,1,1
['spotify:track:6NxsCnLeLd8Ai1TrgGxzIx'],['spotify:track:2LawezPeJhN4AWuSB0GtAU'],['Bad Moon Rising'],['Have You Ever Seen The Rain?'],0.003556007112014224,0.5490196078431373,53.37012829823287,2.1945809543793002,1,1
['spotify:track:76Y0gxtTxN0FyDCYh5qYQj'],['spotify:track:7KOlJ92bu51cltsD9KU5I7'],['Get Right Witcha'],['T-Shirt'],0.003556007112014224,0.5490196078431373,40.02759622367466,2.1869775043897914,1,1
['spotify:track:4Pn0JlCUusD2QHjADuOzuV'],['spotify:track:5kNe7PE09d6Kvw5pAsx23n'],['Humble And Kind'],['Die A Happy Man'],0.003556007112014224,0.5490196078431373,34.03921568627452,2.1816269284712484,1,1
['spotify:track:3xqF04FdMK7gpIPG3SPFpY'],['spotify:track:2Oehrcv4Kov0SuIgWyQY9e'],"[""It's Time""]",['Demons'],0.003556007112014224,0.4912280701754386,42.97699805068226,1.9430513343785307,1,1
['spotify:track:0O1x2tRm8ZpfDbcpOWZp7z'],['spotify:track:0BCy325UZyR9z0t0uxwn2N'],['American Country Love Song'],['H.O.L.Y.'],0.003556007112014224,0.4912280701754386,38.29633489664756,1.9403055013006576,1,1
['spotify:track:0Utg7sirTPqrs6Cx0FbriQ'],['spotify:track:4O1CExxinEpKZi3861NlTK'],"[""Chillin' It""]",['Get Me Some Of That'],0.003556007112014224,0.4827586206896552,45.79808890735355,1.9129540259080522,1,1
"['spotify:track:1yEwEiTpsaPhQi9lb5EVV4', 'spotify:track:4dGJf1SER1T6ooX46vwzRB']",['spotify:track:03fT3OHB9KyMtGMt2zwqCT'],"['Knee Deep (feat. Jimmy Buffett)', 'Chicken Fried']",['Play It Again'],0.003556007112014224,0.4745762711864407,33.971032357473035,1.8766376887592489,2,1
"['spotify:track:4dGJf1SER1T6ooX46vwzRB', 'spotify:track:5kjyiH6but1t2UDXq15aeS']",['spotify:track:3ts6xK5GzfMAAriT9AIBmP'],"['Chicken Fried', 'Toes']",['Barefoot Blue Jean Night'],0.003556007112014224,0.46666666666666673,35.33205128205129,1.8502349504699014,2,1
['spotify:track:5yIiXdLRE85OBiQmCaUenq'],['spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ'],['Sure Be Cool If You Did'],['Drunk On You'],0.003556007112014224,0.46666666666666673,40.379487179487185,1.8533305816611636,1,1
['spotify:track:5S5rw0WLVCAux5B5bWCehK'],['spotify:track:0BCy325UZyR9z0t0uxwn2N'],['I Like The Sound Of That'],['H.O.L.Y.'],0.003556007112014224,0.46666666666666673,36.381518151815186,1.850949326898654,1,1
['spotify:track:0cV4xwUA4ue2deqq4CZFko'],['spotify:track:5HGibWoxnkYSkl6mHmAlOE'],"[""I Don't Want This Night to End""]","[""That's My Kind Of Night""]",0.003556007112014224,0.45901639344262296,34.75283732660782,1.8240700117763875,1,1
['spotify:track:5tFep7dXGd7vEJ668wTPux'],['spotify:track:6p8NuHm8uCGnn2Dtbtf7zE'],['Both (feat. Drake)'],['Slippery (feat. Gucci Mane)'],0.003556007112014224,0.45901639344262296,33.465695203400124,1.8231309795952926,1,1
['spotify:track:7fSGbZLhWlAiCC3HDPAULu'],['spotify:track:4CJVkjo5WpmUAKp3R44LNb'],"[""(I Can't Get No) Satisfaction - Mono Version / Remastered 2002""]",['Sweet Home Alabama'],0.003556007112014224,0.45901639344262296,26.772556162720097,1.8167925123729038,1,1
['spotify:track:4PJXT82AZtlDW4Q71b43oz'],['spotify:track:4O1CExxinEpKZi3861NlTK'],"[""Whatever She's Got""]",['Get Me Some Of That'],0.003556007112014224,0.45901639344262296,43.54572387912305,1.8289999307271345,1,1
['spotify:track:4ckuS4Nj4FZ7i3Def3Br8W'],['spotify:track:343YBumqHu19cGoGARUTsd'],['Sneakin’'],['Fake Love'],0.003556007112014224,0.4516129032258065,22.649681528662423,1.7871699861046781,1,1
['spotify:track:69DR48pXzSabFUfQfDDJDb'],['spotify:track:2Fk0WwAqTBesLtKg97nojy'],['Make Me Wanna'],['Crash And Burn'],0.003556007112014224,0.4516129032258065,40.40909090909091,1.8031496062992127,1,1
['spotify:track:69DR48pXzSabFUfQfDDJDb'],['spotify:track:3ts6xK5GzfMAAriT9AIBmP'],['Make Me Wanna'],['Barefoot Blue Jean Night'],0.003556007112014224,0.4516129032258065,34.19230769230769,1.7994441871236686,1,1
['spotify:track:6IFPfV8PNSYOmufzQ95hmm'],['spotify:track:5ZManJDV3CexO66nRCkdiV'],['Confession'],['Break Up with Him'],0.003556007112014224,0.4444444444444444,44.86609686609687,1.7821691643383286,1,1
['spotify:track:6IFPfV8PNSYOmufzQ95hmm'],['spotify:track:2Fk0WwAqTBesLtKg97nojy'],['Confession'],['Crash And Burn'],0.003556007112014224,0.4444444444444444,39.76767676767676,1.7798831597663194,1,1
['spotify:track:6IFPfV8PNSYOmufzQ95hmm'],['spotify:track:1soxUgYIZb1qx1c7o1Lc7z'],['Confession'],['Drunk On A Plane'],0.003556007112014224,0.4444444444444444,35.70975056689342,1.7775971551943102,1,1
['spotify:track:1jNNHFZmRGXZFHlil5uhei'],['spotify:track:6eYYm2xwrvdav2yakF3cqg'],['Drunk On Your Love'],['Leave The Night On'],0.003556007112014224,0.4444444444444444,35.70975056689342,1.7775971551943102,1,1
['spotify:track:3JtmRIkVK95rmf4kWKA3ON'],['spotify:track:5ZManJDV3CexO66nRCkdiV'],['Stay A Little Longer'],['Break Up with Him'],0.003556007112014224,0.43750000000000006,44.16506410256411,1.7601670758897072,1,1
['spotify:track:6aNwDe5YH5YUPlpHkku52w'],['spotify:track:1dgWTMoHwTUnQhOQ8SR5fV'],['Sunshine & Whiskey'],['American Kids'],0.003556007112014224,0.42424242424242425,36.30961791831357,1.7165488015186559,1,1
['spotify:track:4qikXelSRKvoCqFcHLB2H2'],['spotify:track:2KpCpk6HjXXLb7nnXoXA5O'],['Mercy'],['Ni**as In Paris'],0.003556007112014224,0.417910447761194,21.093761959433603,1.6839126498765817,1,1
['spotify:track:39FwE8edwuyiaa4PrGBkP7'],['spotify:track:4dGJf1SER1T6ooX46vwzRB'],"[""Boys 'Round Here (feat. Pistol Annies & Friends)""]",['Chicken Fried'],0.003556007112014224,0.417910447761194,26.325014925373136,1.690676227506301,1,1
['spotify:track:2qYsSHsYkihWx043HVJQRV'],['spotify:track:6s9ICeczYOfbHHIaSMq9jd'],['Dirt Road Anthem'],['Get Your Shine On'],0.003556007112014224,0.411764705882353,36.4296100462657,1.6807848615697234,1,1
['spotify:track:2qYsSHsYkihWx043HVJQRV'],['spotify:track:0i5el041vd6nxrGEU8QRxy'],['Dirt Road Anthem'],['Cruise'],0.003556007112014224,0.411764705882353,28.692347735554403,1.6756032512065027,1,1
['spotify:track:2qYsSHsYkihWx043HVJQRV'],['spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ'],['Dirt Road Anthem'],['Drunk On You'],0.003556007112014224,0.411764705882353,35.6289592760181,1.6803530607061217,1,1
['spotify:track:7I5fYc4qKJddht8Ozhqqdx'],['spotify:track:5ZManJDV3CexO66nRCkdiV'],['Snapback'],['Break Up with Him'],0.003556007112014224,0.4057971014492754,40.96469713861019,1.666255722755348,1,1
['spotify:track:7I5fYc4qKJddht8Ozhqqdx'],['spotify:track:7vWGeYZJUzBXKGPro05UXS'],['Snapback'],['Take Your Time'],0.003556007112014224,0.4057971014492754,32.94068429702675,1.6621948121945025,1,1
['spotify:track:7I5fYc4qKJddht8Ozhqqdx'],['spotify:track:6eYYm2xwrvdav2yakF3cqg'],['Snapback'],['Leave The Night On'],0.003556007112014224,0.4057971014492754,32.60455486542443,1.661981080059721,1,1
['spotify:track:7I5fYc4qKJddht8Ozhqqdx'],['spotify:track:2FviG1Ma0M0BSZbqaDvw0x'],['Snapback'],['House Party'],0.003556007112014224,0.4057971014492754,28.276516608952164,1.658775098038001,1,1
['spotify:track:6GBUsjHfZuweYf5lQEz6mP'],['spotify:track:5HGibWoxnkYSkl6mHmAlOE'],['Crash My Party'],"[""That's My Kind Of Night""]",0.003556007112014224,0.4057971014492754,30.72352285395764,1.6606986872510332,1,1
"['spotify:track:1soxUgYIZb1qx1c7o1Lc7z', 'spotify:track:2FviG1Ma0M0BSZbqaDvw0x']",['spotify:track:5kNe7PE09d6Kvw5pAsx23n'],"['Drunk On A Plane', 'House Party']",['Die A Happy Man'],0.003429006858013716,0.7941176470588236,49.235294117647065,4.778801843317974,2,1
"['spotify:track:2N3F1EQCpnIeDOA3rLSAfE', 'spotify:track:7vWGeYZJUzBXKGPro05UXS']",['spotify:track:2FviG1Ma0M0BSZbqaDvw0x'],"['Break Up In A Small Town', 'Take Your Time']",['House Party'],0.003429006858013716,0.7105263157894737,49.51047973917094,3.4049691735747105,2,1
"['spotify:track:0B8QzDH7YWih85V5SEMnyJ', 'spotify:track:6fwdbPMwP1zVStm8FybmkO']",['spotify:track:2ANLarE8yHVsLWW21nj79M'],"['Money Longer', 'X (feat. Future)']",['You Was Right'],0.003429006858013716,0.6923076923076924,49.11018711018712,3.204184658369318,2,1
"['spotify:track:2ANLarE8yHVsLWW21nj79M', 'spotify:track:6fwdbPMwP1zVStm8FybmkO']",['spotify:track:0B8QzDH7YWih85V5SEMnyJ'],"['You Was Right', 'X (feat. Future)']",['Money Longer'],0.003429006858013716,0.6923076923076924,50.94608195542776,3.2058356616713244,2,1
"['spotify:track:03fT3OHB9KyMtGMt2zwqCT', 'spotify:track:2TR7A4ulH9R1PNwMyd8o8U']",['spotify:track:5HGibWoxnkYSkl6mHmAlOE'],"['Play It Again', 'This Is How We Roll']","[""That's My Kind Of Night""]",0.003429006858013716,0.6585365853658537,49.858818011257036,2.88989077978156,2,1
"['spotify:track:2FviG1Ma0M0BSZbqaDvw0x', 'spotify:track:2N3F1EQCpnIeDOA3rLSAfE']",['spotify:track:7vWGeYZJUzBXKGPro05UXS'],"['House Party', 'Break Up In A Small Town']",['Take Your Time'],0.003429006858013716,0.6428571428571428,52.1840942562592,2.7655067310134616,2,1
"['spotify:track:2TR7A4ulH9R1PNwMyd8o8U', 'spotify:track:5HGibWoxnkYSkl6mHmAlOE']",['spotify:track:03fT3OHB9KyMtGMt2zwqCT'],"['This Is How We Roll', ""That's My Kind Of Night""]",['Play It Again'],0.003429006858013716,0.6428571428571428,46.016883116883115,2.760883921767843,2,1
"['spotify:track:1soxUgYIZb1qx1c7o1Lc7z', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:2FviG1Ma0M0BSZbqaDvw0x'],"['Drunk On A Plane', 'Die A Happy Man']",['House Party'],0.003429006858013716,0.6136363636363636,42.75905068382945,2.551091455124087,2,1
