pid,list_artist_uri
1013263,"spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:31W5EY0aAly4Qieq6OFu6I, spotify:artist:55B5kzhfoMa2hjIW3B5LPt, spotify:artist:10exVja0key0uqUkk6LJRT, spotify:artist:2WX2uTcsvV5OnS0inACecP, spotify:artist:4PPoI9LuYeFX8V674Z1R6l, spotify:artist:2HPaUgqeutzr3jx5a9WyDV, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5, spotify:artist:6l3HvQ5sa6mXTsMTB19rO5, spotify:artist:246dkjvS1zLTtiykXe5h60, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ, spotify:artist:4dpARuHxo51G3z768sgnrY, spotify:artist:6eUKZXaKkcviH0Ku9w2n3V, spotify:artist:6LuN9FCkKOj5PcnpouEgny, spotify:artist:2aZtzjAzD8fq3OhZ9egqda, spotify:artist:3MHaV05u0io8fQbZ2XPtlC, spotify:artist:4xRYI6VqpkE3UwrDrAZL8L, spotify:artist:1i8SpTcr7yvPOmcqrbnVXY"
1013265,"spotify:artist:3jHBxvZ9gbBkZ17wKUqVsO, spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi, spotify:artist:31TPClRtHm23RisEBtV3X7, spotify:artist:4dpARuHxo51G3z768sgnrY, spotify:artist:5WUlDfRSoLAfcVSX1WnrxN, spotify:artist:738wLrAtLtCtFOLvQBXOXp, spotify:artist:3YQKmKGau1PzlVlkL1iodx, spotify:artist:4u5smJBskI6Adzv08PuiUP, spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx"
1013267,"spotify:artist:6l3HvQ5sa6mXTsMTB19rO5, spotify:artist:137W8MRPWKqSmrBGDBFSop, spotify:artist:07YZf4WDAMNwqr4jfgOZ8y, spotify:artist:21E3waRsmPlU7jZsS13rcj, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:7iZtZyCzp3LItcw1wtPI3D, spotify:artist:2iojnBLj0qIMiKPvVhLnsH, spotify:artist:2wY79sveU1sp5g7SokKOiI, spotify:artist:540vIaP2JwjQb9dm3aArA4"
1013269,"spotify:artist:6oMuImdp5ZcFhWP0ESe6mG, spotify:artist:7iZtZyCzp3LItcw1wtPI3D, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg, spotify:artist:246dkjvS1zLTtiykXe5h60, spotify:artist:1RyvyyTE3xzB2ZywiAwp0i, spotify:artist:0fA0VVWsXO9YnASrzqfmYu, spotify:artist:3ZooCJzNMTLpmJaIRUEorI, spotify:artist:07YZf4WDAMNwqr4jfgOZ8y, spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:55Aa2cqylxrFIXC767Z865, spotify:artist:5Pwc4xIPtQLFEnJriah9YJ, spotify:artist:2P5sC9cVZDToPxyomzF1UH, spotify:artist:0QHgL1lAIqAw0HtD7YldmP"
1013270,"spotify:artist:3nFkdlSjzX9mRTtwJOzDYB, spotify:artist:5LHRHt1k9lMyONurDHEdrp, spotify:artist:13ubrt8QOOCPljQ2FL1Kca, spotify:artist:0QHgL1lAIqAw0HtD7YldmP, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg, spotify:artist:5BcAKTbp20cv7tC5VqPFoC, spotify:artist:6l3HvQ5sa6mXTsMTB19rO5, spotify:artist:17lzZA2AlOHwCwFALHttmp, spotify:artist:31HjiqargV4NAw4GZqUale, spotify:artist:7dGJo4pcD2V6oG8kP0tJRR"
1013273,"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:1yxSLGMDHlW21z4YXirZDS, spotify:artist:2E19mfEFhCr6UgZUYJGOEW, spotify:artist:3fMbdgg4jU18AjLCKBhRSm, spotify:artist:4dpARuHxo51G3z768sgnrY"
1013275,"spotify:artist:5lHRUCqkQZCIWeX7xG4sYT, spotify:artist:6l3HvQ5sa6mXTsMTB19rO5, spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:1ShZZUjkbXCjhwrb18BA8I, spotify:artist:0AuW7OCyKfFrsMbtHrYgIV, spotify:artist:6PXS4YHDkKvl1wkIl4V8DL"
1013276,"spotify:artist:4lDXfIznmGueBgTjI3qGUX, spotify:artist:6xrCU6zdcSTsG2hLrojpmI, spotify:artist:0OdUWJ0sBjDrqHygGUXeCF, spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz, spotify:artist:3gd8FJtBJtkRxdfbTu19U2, spotify:artist:2FXC3k01G6Gw61bmprjgqS, spotify:artist:6ltzsmQQbmdoHHbLZ4ZN25, spotify:artist:10exVja0key0uqUkk6LJRT, spotify:artist:64PJHZDQTPPVBCdwnv22Wz"
1013277,"spotify:artist:36QJpDe2go2KgaRleHCDTp, spotify:artist:5t28BP42x2axFnqOOMg3CM, spotify:artist:7Ey4PD4MYsKc5I2dolUwbH, spotify:artist:0ECwFtbIWEVNwjlrfc6xoL, spotify:artist:6ZLTlhejhndI4Rh53vYhrY, spotify:artist:2cnMpRsOVqtPMfq7YiFE6K"
1013279,"spotify:artist:7iZtZyCzp3LItcw1wtPI3D, spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:1RyvyyTE3xzB2ZywiAwp0i"
1013281,"spotify:artist:6AUl0ykLLpvTktob97x9hO, spotify:artist:1URnnhqYAYcrqrcwql10ft, spotify:artist:27w1NoOLMX7tJMYqcetPyG, spotify:artist:6oMuImdp5ZcFhWP0ESe6mG, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg, spotify:artist:21WS9wngs9AqFckK7yYJPM, spotify:artist:2ZavqCJe7uqkRpISes0NFi, spotify:artist:7e10JUMF7MJmmwYpnTSMI5, spotify:artist:1ZLO8d7zll1WeQJUHaxQer"
1013282,"spotify:artist:6olE6TJLqED3rqDCT0FyPh, spotify:artist:2ye2Wgw4gimLv2eAKyk1NB, spotify:artist:0cc6vw3VN8YlIcvr1v7tBL, spotify:artist:7b85ve82Sh36a3UAx74wut, spotify:artist:6ZRWxu4ak88m5yHBAEelkQ, spotify:artist:7Js6Lde8thlIHXggv2SCBz, spotify:artist:3tufWJzpCiAGleBt5TkmTn, spotify:artist:67hb7towEyKvt5Z8Bx306c, spotify:artist:2cnMpRsOVqtPMfq7YiFE6K, spotify:artist:3nLYJvqbEzs5kg2TlprxIG, spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh, spotify:artist:1zxDewzd2j1ZdSBGaYcr0y, spotify:artist:6ZLTlhejhndI4Rh53vYhrY, spotify:artist:1ZwdS5xdxEREPySFridCfh, spotify:artist:7HLvzuM9p11k9lUQfSM4Rq, spotify:artist:03r4iKL2g2442PT9n2UKsx, spotify:artist:2d0hyoQ5ynDBnkvAbJKORj, spotify:artist:43sZBwHjahUvgbx1WNIkIz, spotify:artist:3qm84nBOXUEQ2vnTfUTTFC, spotify:artist:776Uo845nYHJpNaStv1Ds4"
1013284,"spotify:artist:6vWDO969PvNqNYHIOW5v0m, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:0f5nVCcR06GX8Qikz0COtT, spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx, spotify:artist:0NIIxcxNHmOoyBx03SfTCD"
1013286,"spotify:artist:50co4Is1HCEo8bhOyUWKpn, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq, spotify:artist:4xRYI6VqpkE3UwrDrAZL8L, spotify:artist:20sxb77xiYeusSH8cVdatc, spotify:artist:4O15NlyKLIASxsJ0PrXPfz, spotify:artist:1URnnhqYAYcrqrcwql10ft"
1013287,"spotify:artist:2AcUPzkVWo81vumdzeLLRN, spotify:artist:3aGFCoR8xGN6DKwvdzeSja, spotify:artist:4YrKBkKSVeqDamzBPWVnSJ, spotify:artist:7mZgBMpvaBziYQfc9TbJH5, spotify:artist:3pO1r7J66KdKt2vWMdSGim, spotify:artist:4p8nb7TMZ9hta2igswtJZA, spotify:artist:2QSPrJfYeRXaltEEiriXN9, spotify:artist:3TaUSUXn41GixL7zbvrIDt, spotify:artist:6vWDO969PvNqNYHIOW5v0m, spotify:artist:4JMdvZoXArDVuMNNelKmjo, spotify:artist:053q0ukIDRgzwTr4vNSwab, spotify:artist:2MuFzH1J5I6gGFYo2qhZmX, spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:3YO2a6i2cfdFbgxk2HDfPe, spotify:artist:4GLJPBj5Cdr9AgLKvLWM4n, spotify:artist:7A0awCXkE1FtSU8B0qwOJQ, spotify:artist:4EMtGVFvfCSrEmWaGV0roE, spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz, spotify:artist:4V5UtbLYaFishr7psURF3Q"
1013288,"spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:00dwwnz3V4kRfu3UFYpJLz, spotify:artist:47z7ZrgFoBvVpCnElCE3Zh, spotify:artist:5M0lbkGluOPXLeFjApw8r8, spotify:artist:23fqKkggKUBHNkbKtXEls4, spotify:artist:6Dd3NScHWwnW6obMFbl1BH, spotify:artist:4AVFqumd2ogHFlRbKIjp1t, spotify:artist:4Y6wyjvVZtxzzXILoDEulZ, spotify:artist:02A3cEvlLLCbIMVDrK2GHV, spotify:artist:2tmWjaROlvLpahIZcvPLwi, spotify:artist:25oLRSUjJk4YHNUsQXk7Ut, spotify:artist:6nS5roXSAGhTGr34W6n7Et, spotify:artist:7Hjbimq43OgxaBRpFXic4x, spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh, spotify:artist:1anyVhU62p31KFi8MEzkbf, spotify:artist:3ApUX1o6oSz321MMECyIYd, spotify:artist:0daugAjUgbJSqdlyYNwIbT, spotify:artist:738wLrAtLtCtFOLvQBXOXp, spotify:artist:382aq8Pij5V2nE2JMHMoxl, spotify:artist:4kI8Ie27vjvonwaB2ePh8T, spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:64KEffDW9EtZ1y2vBYgq8T, spotify:artist:02kJSzxNuaWGqwubyUba0Z"
1013289,"spotify:artist:3yEnArbNHyTCwMRvD9SBy4, spotify:artist:2iIn8H3l2NNBNHFpYKWbfo, spotify:artist:7LCp4MN0SOIVWlssid9KyE, spotify:artist:776Uo845nYHJpNaStv1Ds4, spotify:artist:22bE4uQ6baNwSHPVcDxLCe, spotify:artist:1co4F2pPNH8JjTutZkmgSm, spotify:artist:568ZhdwyaiCyOGJRtNYhWf, spotify:artist:6IRouO5mvvfcyxtPDKMYFN, spotify:artist:3VNITwohbvU5Wuy5PC6dsI, spotify:artist:67ea9eGLXYMsO2eYQRui3w"
1013290,"spotify:artist:0cmWgDlu9CwTgxPhf403hb, spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc, spotify:artist:27M9shmwhIjRo7WntpT9Rp, spotify:artist:6ssXMmc5EOUrauZxirM910, spotify:artist:4Cedjq5BQL3MhapRvDpFED, spotify:artist:4Ui2kfOqGujY81UcPrb5KE, spotify:artist:4WPY0N74T3KUja57xMQTZ3, spotify:artist:2mV8aJphiSHYJf43DxL7Gt, spotify:artist:0X2BH1fck6amBIoJhDVmmJ, spotify:artist:4pejUc4iciQfgdX6OKulQn, spotify:artist:3CjlHNtplJyTf9npxaPl5w, spotify:artist:37ZvFp654tY74Z1D2TLOGR, spotify:artist:19I4tYiChJoxEO5EuviXpz, spotify:artist:0id62QV2SZZfvBn9xpmuCl"
1013293,"spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ, spotify:artist:63MQldklfxkjYDoUE4Tppz, spotify:artist:6T5tfhQCknKG4UnH90qGnz, spotify:artist:4WN5naL3ofxrVBgFpguzKo, spotify:artist:7n2wHs1TKAczGzO7Dd2rGr, spotify:artist:4gzpq5DPGxSnKTe4SA8HAU, spotify:artist:382aq8Pij5V2nE2JMHMoxl, spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx, spotify:artist:3mIj9lX2MWuHmhNCA7LSCW, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ"
1013295,"spotify:artist:3s2wTjWxK8NOX09dmsvVOh, spotify:artist:3aQeKQSyrW4qWr35idm0cy, spotify:artist:1YfEcTuGvBQ8xSD1f53UnK, spotify:artist:23zg3TcAtWQy7J6upgbUnj, spotify:artist:7bXgB6jMjp9ATFy66eO08Z, spotify:artist:3vDUJHQtqT3jFRZ2ECXDTi, spotify:artist:7iMvwE8qANp3aIfAGKEAwS, spotify:artist:44PA0rCQXikgOWbfY7Fq7m, spotify:artist:7352aRY2mqSxBZwzUb6LmA, spotify:artist:2AOt5htsbtyaHd5Eq3kl3j, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:1G9G7WwrXka3Z1r7aIDjI7, spotify:artist:7r8RF1tN2A4CiGEplkp1oP, spotify:artist:3WilJWdCNLSU7fpYjiKb7v, spotify:artist:6gbGGM0E8Q1hE511psqxL0, spotify:artist:33C3ByGk9NCrjTIXr6npqf, spotify:artist:7urq0VfqxEYEEiZUkebXT4, spotify:artist:2gBjLmx6zQnFGQJCAQpRgw, spotify:artist:1HwM5zlC5qNWhJtM00yXzG, spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp"
1013297,"spotify:artist:6jJ0s89eD6GaHleKKya26X, spotify:artist:6sFIWsNpZYqfjUpaCgueju, spotify:artist:6f0hUHWLOCxCSDQMtdVAS7, spotify:artist:0SwO7SWeDHJijQ3XNS7xEE, spotify:artist:3OsUvoKmZA2gw8rETtxGlz, spotify:artist:4xFUf1FHVy696Q1JQZMTRj, spotify:artist:1pgtr4nhBQjp9oCUBPyYWh, spotify:artist:3vHV92ecrylnUHDM4d2MtC, spotify:artist:3nFkdlSjzX9mRTtwJOzDYB, spotify:artist:0IF46mUS8NXjgHabxk2MCM, spotify:artist:26dSoYclwsYLMAKD3tpOr4, spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i, spotify:artist:3FfvYsEGaIb52QPXhg4DcH, spotify:artist:2IvkS5MXK0vPGnwyJsrEyV, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:31TPClRtHm23RisEBtV3X7, spotify:artist:0EmeFodog0BfCgMzAIvKQp, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:0BvkDsjIUla7X0k6CSWh1I, spotify:artist:6Ff53KvcvAj5U7Z1vojB5o, spotify:artist:5YGY8feqx7naU7z4HrwZM6"
1013300,"spotify:artist:56x8mYvS3cyDGAi8N2FxbB, spotify:artist:2IvkS5MXK0vPGnwyJsrEyV, spotify:artist:30e8DmahrEamvLbFRPdWmk, spotify:artist:3FfvYsEGaIb52QPXhg4DcH"
1013306,"spotify:artist:6PXS4YHDkKvl1wkIl4V8DL, spotify:artist:4sTQVOfp9vEMCemLw50sbu, spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:7n2wHs1TKAczGzO7Dd2rGr, spotify:artist:1RyvyyTE3xzB2ZywiAwp0i, spotify:artist:4UXqAaa6dQYAk18Lv7PEgX, spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq, spotify:artist:4TH4BHy0LdBi3dpBW4P2UX"
1013310,"spotify:artist:5tth2a3v0sWwV1C7bApBdX, spotify:artist:4yiQZ8tQPux8cPriYMWUFP, spotify:artist:4AllEJE7mVkhhyUV6DjqPz, spotify:artist:2wIVse2owClT7go1WT98tk, spotify:artist:6vytZ677lz4LzCrUDcDokM, spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ, spotify:artist:2NdeV5rLm47xAvogXrYhJX, spotify:artist:2jw70GZXlAI8QzWeY2bgRc, spotify:artist:33wbkdcxtduHKY53LnI1Hf, spotify:artist:0TImkz4nPqjegtVSMZnMRq"
1013312,"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:3AQRLZ9PuTAozP28Skbq8V, spotify:artist:0MlOPi3zIDMVrfA9R04Fe3, spotify:artist:2gBjLmx6zQnFGQJCAQpRgw, spotify:artist:2cnMpRsOVqtPMfq7YiFE6K, spotify:artist:7mnBLXK823vNxN3UWB7Gfz, spotify:artist:25uiPmTg16RbhZWAqwLBy5, spotify:artist:7dGJo4pcD2V6oG8kP0tJRR, spotify:artist:29kkCKKGXheHuoO829FxWK"
1013313,"spotify:artist:3q7HBObVc0L8jNeTe5Gofh, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:5me0Irg2ANcsgc93uaYrpb, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq, spotify:artist:6S2OmqARrzebs0tKUEyXyp, spotify:artist:3KV3p5EY4AvKxOlhGHORLg, spotify:artist:5YGY8feqx7naU7z4HrwZM6, spotify:artist:3ipn9JLAPI5GUEo4y4jcoi, spotify:artist:2kucQ9jQwuD8jWdtR9Ef38, spotify:artist:5tth2a3v0sWwV1C7bApBdX"
1013315,"spotify:artist:1h6Cn3P4NGzXbaXidqURXs, spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:2CIMQHirSU0MQqyYHq0eOx, spotify:artist:2YSs6SETkdhnFdxUt6qe85, spotify:artist:1vCWHaC5f2uS3yhpwWbIA6, spotify:artist:00FQb4jTyendYWaN8pK0wa"
1013317,"spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq, spotify:artist:4IJczjB0fJ04gs4uvP0Fli, spotify:artist:6jTnHxhb6cDCaCu4rdvsQ0, spotify:artist:6LqNN22kT3074XbTVUrhzX, spotify:artist:7bXgB6jMjp9ATFy66eO08Z, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:698hF4vcwHwPy8ltmXermq, spotify:artist:1G9G7WwrXka3Z1r7aIDjI7"
1013323,"spotify:artist:6l3HvQ5sa6mXTsMTB19rO5, spotify:artist:0vn7UBvSQECKJm2817Yf1P, spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:0ONHkAv9pCAFxb0zJwDNTy, spotify:artist:5WUlDfRSoLAfcVSX1WnrxN, spotify:artist:1RyvyyTE3xzB2ZywiAwp0i, spotify:artist:0L8ExT028jH3ddEcZwqJJ5"
1013326,"spotify:artist:1yxSLGMDHlW21z4YXirZDS, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:5ypxebeHEIXjMtJb17uJlI, spotify:artist:31TPClRtHm23RisEBtV3X7, spotify:artist:2qk9voo8llSGYcZ6xrBzKx, spotify:artist:4gzpq5DPGxSnKTe4SA8HAU, spotify:artist:0EmeFodog0BfCgMzAIvKQp, spotify:artist:3r17AfJCCUqC9Lf0OAc73G, spotify:artist:6jJ0s89eD6GaHleKKya26X"
1013331,"spotify:artist:3nFkdlSjzX9mRTtwJOzDYB, spotify:artist:7iZtZyCzp3LItcw1wtPI3D, spotify:artist:13ubrt8QOOCPljQ2FL1Kca, spotify:artist:1pbHrVayIcVpHI9z97u4bK, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:7bXgB6jMjp9ATFy66eO08Z"
1013332,"spotify:artist:1UTPBmNbXNTittyMJrNkvw, spotify:artist:7x8nK0m0cP2ksQf0mjWdPS, spotify:artist:6roFdX1y5BYSbp60OTJWMd, spotify:artist:32WkQRZEVKSzVAAYqukAEA, spotify:artist:0BvkDsjIUla7X0k6CSWh1I, spotify:artist:7FY5V3XMwlNBPitEjXowHQ, spotify:artist:2IvkS5MXK0vPGnwyJsrEyV, spotify:artist:4BYxqVkZyFjtik7crYLg5Q, spotify:artist:2bA6fzP0lMAQ4kz6CF61w8, spotify:artist:3grHWM9bx2E9vwJCdlRv9O, spotify:artist:0u2FHSq3ln94y5Q57xazwf, spotify:artist:79FMDwzZQxHgSkIYBl3ODU, spotify:artist:0hYxQe3AK5jBPCr5MumLHD, spotify:artist:0a1gHP0HAqALbEyxaD5Ngn, spotify:artist:2qgvmDsc4jrqbAbjq1HGM2, spotify:artist:66lH4jAE7pqPlOlzUKbwA0, spotify:artist:7vCtweS8UVAXTyau2j0rDT"
1013334,"spotify:artist:7urq0VfqxEYEEiZUkebXT4, spotify:artist:3ScY9CQxNLQei8Umvpx5g6, spotify:artist:3FD9VAd0ppjmKbfxF4LzUh, spotify:artist:0qT79UgT5tY4yudH9VfsdT, spotify:artist:26dSoYclwsYLMAKD3tpOr4, spotify:artist:1B8ySGDAiXTCvnJNH4HSCG, spotify:artist:3aQeKQSyrW4qWr35idm0cy, spotify:artist:23zg3TcAtWQy7J6upgbUnj, spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY, spotify:artist:2mxe0TnaNL039ysAj51xPQ, spotify:artist:5rScKX1Sh1U67meeUyTGwk, spotify:artist:2DlGxzQSjYe5N6G9nkYghR, spotify:artist:3n6DxOAaKCu5aR076SzKcp, spotify:artist:46lnlnlU0dXTDpoAUmH6Qx"
1013338,"spotify:artist:5m7wCUhYhBh7A3A3YMxrbt, spotify:artist:0HnvwS4WOXhjvKwQRceHMe, spotify:artist:75caxjvX9NfZ9yZk5HbqEp, spotify:artist:6U1dBXJhC8gXFjamvFTmHg, spotify:artist:6nKfpz5OosWfOp3CnY0kvy, spotify:artist:51cLPvmhBdl3qTsZCL32Yl, spotify:artist:4PMcxAosgYzNpvMCq04K7u"
1013340,"spotify:artist:16oZKvXb6WkQlVAjwo2Wbg, spotify:artist:53XhwfbYqKCa1cC15pYq2q, spotify:artist:0zOcE3mg9nS6l3yxt1Y0bK, spotify:artist:0DxeaLnv6SyYk2DOqkLO8c, spotify:artist:5nCi3BB41mBaMH9gfr6Su0"
1013343,"spotify:artist:6vXTefBL93Dj5IqAWq6OTv, spotify:artist:7r2uG6BlFXKcwmh9ItqlII, spotify:artist:02kJSzxNuaWGqwubyUba0Z, spotify:artist:04gDigrS5kc9YWfZHwBETP, spotify:artist:5Pwc4xIPtQLFEnJriah9YJ, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ, spotify:artist:7hOGhpa8RMSuDOWntGIAJt, spotify:artist:3XcCT5MPlQPWFTJyzXbfuX, spotify:artist:3TVXtAsR1Inumwj472S9r4"
1013345,"spotify:artist:2JX4h8xm0hNxCB0aNBWzyi, spotify:artist:0eezS9KmhdjGN436RdTIXu, spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ, spotify:artist:2cFrymmkijnjDg9SS92EPM, spotify:artist:6b7899n8Uz21dTYrABfFEO, spotify:artist:1anyVhU62p31KFi8MEzkbf, spotify:artist:5exS0bytCYdixgv02DaCm3, spotify:artist:0du5cEVh5yTK9QJze8zA0C, spotify:artist:5ZsFI1h6hIdQRw2ti0hz81"
1013347,"spotify:artist:13rF01aOogvnkuQXOlgTW8, spotify:artist:4TnGh5PKbSjpYqpIdlW5nz, spotify:artist:3Lz3vEN23Fw0hIelrYEzUD, spotify:artist:2hRQKC0gqlZGPrmUKbcchR, spotify:artist:7f4ignuCJhLXfZ9giKT7rH, spotify:artist:3UwlejyX2b458azZ7eCnHb, spotify:artist:6kxCoNfY6U1eP0Yc88phvk, spotify:artist:0XATRDCYuuGhk0oE7C0o5G, spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX, spotify:artist:2hcsKca6hCfFMwwdbFvenJ, spotify:artist:1Pr9gT0veB2tgcisQeIGoC, spotify:artist:54gWVQFHf8IIqbjxAoOarN, spotify:artist:5DuzBeOgFwViFcv00Q5PFb, spotify:artist:6RKnXXyprPjhBdCvL802Ku, spotify:artist:3Q5Qep7ytrjVleNnMnntgQ, spotify:artist:6wPBIyIIMxoqgux29bGF8I"
1013351,"spotify:artist:5EvFsr3kj42KNv97ZEnqij, spotify:artist:5QjWgYDeKNP2iPHTdTttnG, spotify:artist:4pADjHPWyrlAF0FA7joK2H, spotify:artist:6MF9fzBmfXghAz953czmBC, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i, spotify:artist:0du5cEVh5yTK9QJze8zA0C, spotify:artist:6jJ0s89eD6GaHleKKya26X, spotify:artist:6deZN1bslXzeGvOLaLMOIF, spotify:artist:6Ff53KvcvAj5U7Z1vojB5o, spotify:artist:3DiDSECUqqY1AuBP8qtaIa, spotify:artist:360IAlyVv4PCEVjgyMZrxK, spotify:artist:21E3waRsmPlU7jZsS13rcj, spotify:artist:63wjoROpeh5f11Qm93UiJ1, spotify:artist:5Pwc4xIPtQLFEnJriah9YJ, spotify:artist:4UXqAaa6dQYAk18Lv7PEgX, spotify:artist:5tKXB9uuebKE34yowVaU3C, spotify:artist:5y2Xq6xcjJb2jVM54GHK3t, spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ, spotify:artist:22099GssG7Ood0d5UIh2wo, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:1kM5rgJvkiDMOoKX56H6pX, spotify:artist:7r8RF1tN2A4CiGEplkp1oP, spotify:artist:5aMmmNxw4vgpc5XC6hK0zp"
1013352,"spotify:artist:22bE4uQ6baNwSHPVcDxLCe, spotify:artist:0vn7UBvSQECKJm2817Yf1P, spotify:artist:70cRZdQywnSFp9pnc2WTCE, spotify:artist:44NX2ffIYHr6D4n7RaZF7A, spotify:artist:74ASZWbe4lXaubB36ztrGX, spotify:artist:1CYsQCypByMVgnv17qsSbQ, spotify:artist:3RTzAwFprBqiskp550eSJX, spotify:artist:2pdvghEHZJtgSXZ7cvNLou, spotify:artist:1PCZpxHJz7WAMF8EEq8bfc"
1013354,"spotify:artist:0ONHkAv9pCAFxb0zJwDNTy, spotify:artist:7qpbQKIG4ghU6YXxB5kI6r, spotify:artist:137W8MRPWKqSmrBGDBFSop, spotify:artist:5me0Irg2ANcsgc93uaYrpb, spotify:artist:0st5vgzw9XkH5ALJiUM1lE, spotify:artist:3Y365ZqTf6fJ4ZcRnLKPGt, spotify:artist:55Aa2cqylxrFIXC767Z865, spotify:artist:3nFkdlSjzX9mRTtwJOzDYB, spotify:artist:3q7HBObVc0L8jNeTe5Gofh, spotify:artist:7iZtZyCzp3LItcw1wtPI3D, spotify:artist:5OrB6Jhhrl9y2PK0pSV4VP, spotify:artist:0NbfKEOTQCcwd6o7wSDOHI, spotify:artist:50co4Is1HCEo8bhOyUWKpn, spotify:artist:4O15NlyKLIASxsJ0PrXPfz, spotify:artist:0hCNtLu0JehylgoiP8L4Gh, spotify:artist:3TVXtAsR1Inumwj472S9r4, spotify:artist:3AA28KZvwAUcZuOKwyblJQ, spotify:artist:1URnnhqYAYcrqrcwql10ft"
1013356,"spotify:artist:50co4Is1HCEo8bhOyUWKpn, spotify:artist:5M0lbkGluOPXLeFjApw8r8, spotify:artist:1RyvyyTE3xzB2ZywiAwp0i, spotify:artist:5INjqkS1o8h1imAzPqGZBb, spotify:artist:2yQf6b8hxahZaT5dHlWaB1, spotify:artist:5lHRUCqkQZCIWeX7xG4sYT, spotify:artist:68kEuyFKyqrdQQLLsmiatm, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq"
1013361,"spotify:artist:4EVpmkEwrLYEg6jIsiPMIb, spotify:artist:74XFHRwlV6OrjEM0A2NCMF, spotify:artist:3GBPw9NK25X1Wt2OUvOwY3, spotify:artist:2D4FOOOtWycb3Aw9nY5n3c, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:44NX2ffIYHr6D4n7RaZF7A, spotify:artist:2YKp8Odp8GGbAkVU60Yk2Y, spotify:artist:3WrFJ7ztbogyGnTHbHJFl2"
