artist_name,artist_uri
Bruce Adler,spotify:artist:66oKiXdIQP7MwN0gPUY0FD
Bryan John Appleby,spotify:artist:3qPpwz6S0CbgMz9cGtn02l
Buck Owens,spotify:artist:2FMZn5P3WATd7Il6FgPJNu
Buddy Jewell,spotify:artist:43c94u7flZbHSdDaUuohqS
Bush,spotify:artist:78SHxLdtysAXgywQ4vE0Oa
Butch Walker,spotify:artist:7qKoy46vPnmIxKCN6ewBG4
Cameron Bedell,spotify:artist:1i77wAtvXHMBilmmOmBY9s
Carolina Chocolate Drops,spotify:artist:6H8Sj9gFyDYJ3T63LA3DKz
Cash Cash,spotify:artist:1LOB7jTeEV14pHai6EXSzF
Cassius,spotify:artist:4sf3QZW8a3xZ14IGsOAzoy
Castro,spotify:artist:1qXuwKQR0iK6HBmJO3n0SZ
Catch 22,spotify:artist:1xgA0hENxpykh3AxlMBjlT
Chali 2na,spotify:artist:1ZJlXFkFDBsjSuYyjVcMkk
Charli XCX,spotify:artist:25uiPmTg16RbhZWAqwLBy5
Charlie Allen,spotify:artist:33SdDU5uSCrD6hI3dE5ft8
Charmian Carr,spotify:artist:0mvTBNG2hAuAEzUVgTYpQ2
Cherub,spotify:artist:00dwwnz3V4kRfu3UFYpJLz
CHINAH,spotify:artist:1GVgZYVXollElCpn7FCHaV
Chip Tha Ripper,spotify:artist:0PA28tQBY65NmvLi0xvuX9
Chris LeDoux,spotify:artist:4K3DSWzghkGUcQOEZG9gpo
Christophe Beck,spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw
Cigarettes After Sex,spotify:artist:1QAJqy2dA3ihHBFIHRphZj
Cinderella,spotify:artist:7HL4id2U7FSDJtfKQHMgQx
Cinderella Chorus,spotify:artist:4pgw8gRdJN4WtTuNJ3V7gb
Citizen King,spotify:artist:2Ca9nb6MJ3lwyF7dRNJm3M
Khary,spotify:artist:4489Zgs4RNq2ZtSh3UnOxZ
Kidd Upstairs,spotify:artist:3GC4TQ0qSw36LEl7CWwdSO
Kidswaste,spotify:artist:4aCkc4HrwC4Dopig7RELoH
King Krule,spotify:artist:4wyNyxs74Ux8UIDopNjIai
KINGDM,spotify:artist:3s3ObHATXKGsoQvdcmRbCf
Kings Kaleidoscope,spotify:artist:6P9fFbQ875B2bnmdiYwN9A
Kishi Bashi,spotify:artist:3LVPGE5jPPwtbGslx07YR0
Knuckle Puck,spotify:artist:5ABfpj7Z00wfPiv2uW4MFm
KOLAJ,spotify:artist:0hhL0iOf9ebHlwxWQyeH2w
Kristen Anderson-Lopez,spotify:artist:3CneYb5exy4KOtvCCrozDD
KSI,spotify:artist:1nzgtKYFckznkcVMR3Gg4z
Kuosa,spotify:artist:4YpgwK7n5btABj5BoaJ45T
KYKO,spotify:artist:7hu7hjmIPOtU1S3D8zfBlw
KYLE,spotify:artist:4qBgvVog0wzW75IQ48mU7v
La Tropa F,spotify:artist:4SsZpXami0QZZ5ScCsGsL1
Labi Siffre,spotify:artist:5CzlICF8GCY0pRC82MKrhX
Landon Austin,spotify:artist:2WROyFfIOmKtRopsTrIL52
LANY,spotify:artist:49tQo2QULno7gxHutgccqF
Laura Story,spotify:artist:0qKOMcuFgagNQJWHHK7NY6
Lebo M.,spotify:artist:0zp9qNDSeYi3QEodhcKAAA
Lenny Kravitz,spotify:artist:5gznATMVO85ZcLTkE9ULU7
Leroy Sanchez,spotify:artist:1qwVM2JnEMXbKgvZESGsRn
Life of Dillon,spotify:artist:6e4aHkdDUcsaXPTQdF6Qhn
Lil Mama,spotify:artist:5qK5bOC6wLtuLhG5KvU17c
Lil Scrappy,spotify:artist:5einkgXXrjhfYCyac1FANB
Lisa Loeb,spotify:artist:1TMMyiSsNzmRiZCAkVLVb2
Little Feat,spotify:artist:0ZIwOAzDuGPspzK7yiTc4S
LL Cool J,spotify:artist:1P8IfcNKwrkQP5xJWuhaOC
Lloyd,spotify:artist:1Xfmvd48oOhEWkscWyEbh9
Lloyd Banks,spotify:artist:3vDUJHQtqT3jFRZ2ECXDTi
London Grammar,spotify:artist:3Bd1cgCjtCI32PYvDC3ynO
Loretta Lynn,spotify:artist:1FE0rls8gfQT3laAeRYNgl
Los Del Rio,spotify:artist:2JXn03fudjyRkQ1Ye9f5rk
Louis Armstrong,spotify:artist:19eLuQmk9aCobbVDHc6eek
Lucy Rose,spotify:artist:2uvY5pgdD9t1CZ5zMNw1rl
Luke Bryan,spotify:artist:0BvkDsjIUla7X0k6CSWh1I
Lund,spotify:artist:5uLkZ7FWMTBUg1corQqdkR
Luniz,spotify:artist:3z3g65U7mmyyBmmDfsQK9x
Lykke Li,spotify:artist:6oBm8HB0yfrIc9IHbxs6in
Mac Miller,spotify:artist:4LLpKhyESsyAXpc4laK94U
Mack 10,spotify:artist:3USpNaxpX1iNqNnQWqg9ob
MacKenzie Bourg,spotify:artist:3pg4cfNfPC0ehk912YtXe9
Madison Mars,spotify:artist:4gJCFxvqKc43Ifk0UIBB42
Madvillain,spotify:artist:2aoFQUeHD1U7pL098lRsDU
Maejor,spotify:artist:3XcCT5MPlQPWFTJyzXbfuX
Majical Cloudz,spotify:artist:4BEYBN6NCPrFk3sOLMTby3
"Manchester Orchestra, Frightened Rabbit",spotify:artist:1RYQrEayemDWfe8Ap0D5Og
Manse,spotify:artist:2jGvmFH6YE352p9LKmuB0y
Mapei,spotify:artist:6baWjwY7WiVPCZcW7pqqhz
Marcus Marr,spotify:artist:6l5dAUNRhHnRSPPmRJSKQr
Mario Winans,spotify:artist:4BIQA9vRkqXEnA2twmq7mU
Mark Chesnutt,spotify:artist:2cNV8vNe2fPFf6OfGOBbSS
Matt Maeson,spotify:artist:7gHscNMDI8FF8pcgrV8eIn
Matt Nathanson,spotify:artist:4NGiEU3Pkd8ASRyQR30jcA
Matt White,spotify:artist:5nrKbDQoztn1qIZAwXvGUq
MAX,spotify:artist:1bqxdqvUtPWZri43cKHac8
Me First and the Gimme Gimmes,spotify:artist:0cOVRC8EOwDwXrs3JTrRN5
Meaghan Smith,spotify:artist:47QqI0kuVSCrV0KVRBZ3km
Meg & Dia,spotify:artist:77YbJ4a9IlKX18ck6qoot1
Megan Davies,spotify:artist:09kCHZp9iFO2FJNb9lR6G5
Megan Nicole,spotify:artist:3OiVNeHkjQfnikmcBXbplT
Melody Gardot,spotify:artist:2P1puQXmG48EVLBrHbum1J
Memorecks,spotify:artist:4BxJYbvCLVAO73rMZ6yTKJ
Clarence Clemons,spotify:artist:7hiRmH8QebrJgMZYAbFtoO
Cobi,spotify:artist:4fuZypKGg7klMEF10KTuAN
Collabro,spotify:artist:0l1nmcjqNlk9dQHb6H4sLR
Corey Hart,spotify:artist:0smy8yDrRoI4CnhpOuthg0
Corey Kent White,spotify:artist:0heAERqkFjS3QpeGQCprAo
Corey Smith,spotify:artist:2Da6v0shOpKrOG07ZxonXo
Cosmic Gate,spotify:artist:6ySxYu68zTsO5ghsThpGtS
Couros,spotify:artist:7g0azP1aJBtmhhOk00SpIM
Coyote Theory,spotify:artist:48vmXfV0QPy3ljXBp81Fwn
Crazy Town,spotify:artist:4iSKnRZAxkmqNok6tv10Se
Cream,spotify:artist:74oJ4qxwOZvX6oSsu1DGnw
Cruel Youth,spotify:artist:4YrURxtCHtPBfNDmMNp7IG
Cultura Profética,spotify:artist:65HuWBUC1d8ty1q6J42Nfi
Curren$y,spotify:artist:6X8WdFjrNhXATMDSs26aCc
Dae Dae,spotify:artist:41LfjfTCcTCUdykJqNyFw8
Dan Auerbach,spotify:artist:6YWdHD3R863Apw1hkx3BwC
Dan Henig,spotify:artist:0XZFE8OLIWVaJ6Kns5DmbH
Daniel Huttlestone,spotify:artist:0yS5MNfD7YXRiv4DEFyc5F
David Guetta,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
Dawes,spotify:artist:0CDUUM6KNRvgBFYIbWxJwV
Daya,spotify:artist:6Dd3NScHWwnW6obMFbl1BH
Dean Martin,spotify:artist:49e4v89VmlDcFCMyDv9wQ9
Deer Tick,spotify:artist:3rT8xTwSOMDURtWpPyoKIO
Depeche Mode,spotify:artist:762310PdDnwsDxAQxzQkfX
Dierks Bentley,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS
DJ Fresh,spotify:artist:6r20qOqY7qDWI0PPTxVMlC
DJ Khaled,spotify:artist:0QHgL1lAIqAw0HtD7YldmP
DJ Snake,spotify:artist:6LfRKKiOHyxMuei2Pn3kMl
DJ Tilly,spotify:artist:3cnt2u2kV9pg7ffCCvEJXC
Doc Hollywood,spotify:artist:0fjMFXyUkV6NHahkJzc2oN
Doctor P,spotify:artist:0tgjwsn1Lpjj8kKEvWm0KQ
Dom Kennedy,spotify:artist:3s8alQfNnY0roAHaJh7Xxt
Donna Murphy,spotify:artist:5BuTOT6mPoNZ5EmaPheBI9
Dotan,spotify:artist:1cwOthlzLBwN8Imbq7P71H
Drake Bell,spotify:artist:03ilIKH0i08IxmjKcn63ne
Drapht,spotify:artist:4Q6bcEc5YCypvMZ5kjaTMp
Dumbfoundead,spotify:artist:7LTShHcq1KdTrWeLvWoYed
Dwayne Johnson,spotify:artist:1T8S48bD91THNKBByWBDyn
Dylan Owen,spotify:artist:3tBtdC4EFE4bNqkt7JP0Co
Dylan Rockoff,spotify:artist:2L2hppNg0A5WfGJTChIJL5
Dyland & Lenny,spotify:artist:6EiZOxfG8B5evnLH4KnJeF
Dzeko & Torres,spotify:artist:5Ip2ecnyGpNyZvPuuYU8Ai
Eagles,spotify:artist:0ECwFtbIWEVNwjlrfc6xoL
Edwin McCain,spotify:artist:0L6Gwm0JDrgIQJfjarWSUR
El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu
El Komander,spotify:artist:2wC90WSKQd0BvdxJZ0mObr
Elena,spotify:artist:0RumimGfpHJk52huUuN3hq
Elijah Kelley,spotify:artist:0HnvwS4WOXhjvKwQRceHMe
Emerson Drive,spotify:artist:1efrXlPhLKv7PvgUxVcqIS
Emery,spotify:artist:4feAxLUxIU7G4KXhH0h2ni
Emile Haynie,spotify:artist:3HlAg5EbFYOdlVPooU9f0K
Eric Benét,spotify:artist:1kjO72M26jZkv0aaGxJaov
Everything Everything,spotify:artist:1HOeqtP7tHkKNJNLzQ2tnr
Faith Evans,spotify:artist:5NDMothbpdpq2xHqSjrrWn
Fantasia,spotify:artist:7xAcVHPiirnUqfdqo0USb1
Feed Me,spotify:artist:5FWi1mowu6uiU2ZHwr1rby
Feint,spotify:artist:6RQ9kYbHisp1UUbnfwHNeU
field trip,spotify:artist:7H3w7t2sruDR7y7RSHClNI
Five Finger Death Punch,spotify:artist:5t28BP42x2axFnqOOMg3CM
Floduxe,spotify:artist:4B7SI5PsnEgeMQd6gSIrbn
Flor,spotify:artist:0szWPxzzE8DVEfXFRCLBUb
Flosstradamus,spotify:artist:2FmzVitXZjIkFolH8HXd4j
Bo Burnham,spotify:artist:2Waw2sSbqvAwK8NwACNjVo
Boaz,spotify:artist:6GHPFG30HgJzP3aJHNzMVs
Bob Marley & The Wailers,spotify:artist:2QsynagSdAqZj3U9HgDzjD
Bob Schneider,spotify:artist:4YOxTnmYogOpUPxrNTacvQ
Bobby McFerrin,spotify:artist:2FjkZT851ez950cyPjeYid
Bodega Bamz,spotify:artist:6tIgdyPfc6RVQJKCDd9ep9
Boehm,spotify:artist:08p782h5VznNEQMM4wAEp9
Bonnie Tyler,spotify:artist:0SD4eZCN4Kr0wQk56hCdh2
Borgeous,spotify:artist:4uiMn2g0pgTrhN096QJhbp
Bottleneck,spotify:artist:3bDyA9fZI4l6M7ho44Y4MN
Bow Wow,spotify:artist:7352aRY2mqSxBZwzUb6LmA
Bow Wow Wow,spotify:artist:52K4ArhA4OgMO7AsyEgqCT
Brad Kane,spotify:artist:3dAzSJ9lQnJSq5Z0OgDBep
Brandon Beal,spotify:artist:7p2aOXY5bfHyjujI3fCWTu
Brandon Heath,spotify:artist:0W7wIkmxoGQbnZYn2z2sLj
Brandyn Burnette,spotify:artist:14mErTJ0ubFVjx2zBAwjkE
Bread,spotify:artist:70ZTdbPEcEugBNay4MvxfL
Brezy,spotify:artist:13NUtXm6qqGiPcRRBNdZsq
Broadcast,spotify:artist:0WtTGUjbur1R1cNzBvbsMU
Brownstone,spotify:artist:6dQgkiJm1fRkcqKOvPzysr
Bruce Springsteen,spotify:artist:3eqjTLE0HfPfh78zjh6TqT
Buffalo Springfield,spotify:artist:3eskO5m0H4yiF64vRySBjr
Built By Titan,spotify:artist:0LmXoyW6K4zJ48lCRq7w3h
Calexico,spotify:artist:1OmdWpAh1pucAuZPzJaxIJ
Cali Swag District,spotify:artist:1EeArivTpzLNCqubV95255
Cape Cub,spotify:artist:4xbJS00sHh5wBd5nYgsk8z
Caribou,spotify:artist:4aEnNH9PuU1HF3TsZTru54
Carnage,spotify:artist:7CCjtD0hCK005Bvg2WG1a7
Cast - Frozen,spotify:artist:2OZsw4C2nujSgVUfpuOTWL
Catherine Zeta-Jones,spotify:artist:5i4JbHYkeCa702YXS68RGf
Cayucas,spotify:artist:7LLcRttKjV6PeJOlCNCYon
CeCe Peniston,spotify:artist:5UoVLCWzOKMIJ9iioof9OD
Charles Bradley,spotify:artist:462T0buQ5ScBUQCRpodDRf
Chase Bryant,spotify:artist:7io3MyhMxDZoBYXp4rlRFA
Cheap Trick,spotify:artist:1LB8qB5BPb3MHQrfkvifXU
Chevelle,spotify:artist:56dO9zeHKuU5Gvfc2kxHNw
Chris Malinchak,spotify:artist:5UVzX8pQe6bb5ueNdfViih
Chris McClarney,spotify:artist:2Zbb4oqupGY4mmskwlygCp
Chris Pine,spotify:artist:5ueYs7bR3niiOeZdOSge5e
Christian Bale,spotify:artist:6Ha98VfvwLSK9uBwQRK0tg
Chumbawamba,spotify:artist:0TcYeHEK9sBtv7xPbKhzHz
Citizen,spotify:artist:0znuUIjvP0LXEslfaq0Nor
Clarence Carter,spotify:artist:7lffJlv0nRl0sIsHDmo0SB
Clarence Coffee Jr.,spotify:artist:6dp9lFNgVOFhtteg8tln7J
Cole Vosbury,spotify:artist:401i7ZXm4v9EejWiQCCVko
Colin Hay,spotify:artist:5mxB08ktCukEhGMg2YZeEv
ConfidentialMX,spotify:artist:6SIzX2yHlfa3V0xDHLmrbe
Cool Company,spotify:artist:6lOCVUQbb9wzuZQbZQV9zn
Corinne Bailey Rae,spotify:artist:29WzbAQtDnBJF09es0uddn
Cory Asbury,spotify:artist:2gXmjQIxCO8lMnSncluZaU
Cosmo's Midnight,spotify:artist:4VivsO1n4n2Mi2Btyb5gfL
Craig Stickland,spotify:artist:6wBV2mHGWBe2Mz4jZJi21K
Crowder,spotify:artist:39xmI59WrIMyyJjSDq6WCu
C-Trox,spotify:artist:1MWyFWQ7erF4XjLph84x5J
Cupid,spotify:artist:0lax1ZgWclW6mZFaGu27MM
Cyberbully Mom Club,spotify:artist:5IZVaIBkyx1ivCXLfpeJXT
Dada Life,spotify:artist:00sAT5YX8W3xNd1EuqyHw9
Daniel Powter,spotify:artist:7xTcuBOIAAIGDOSvwYFPzk
Daniel Skye,spotify:artist:1pqYQmeqnqQU7X3DbuA7So
David Nail,spotify:artist:4DZGvSv2oMkBUnPz67E6z6
David Zowie,spotify:artist:2yEkeJoFOvm6qHuECSDHFg
DEAMN,spotify:artist:1Q50Y9cXWlkNEG6gJfUP1e
Des'ree,spotify:artist:73ZPfpfg1LBVvDEArK4l5B
Destructo,spotify:artist:0BEYTctVmnYa5yStp4Jpab
DEV,spotify:artist:7Ip2u3e5Nv6fFb5xyIHxEE
DEVO,spotify:artist:0UKfenbZb15sqhfPC6zbt3
Diana King,spotify:artist:221iMiF62DFPnVuCLJakP1
Diana Ross & The Supremes,spotify:artist:0rXI0q8Cahq6numvPlloaq
Digital Daggers,spotify:artist:04c4aSTmNl9PZenyKf9HAZ
Disco Killerz,spotify:artist:0WfWABuarRrUticTLylKQl
Dispatch,spotify:artist:6v4jPZO3UIDNJIgdxRxtr9
Divided By Friday,spotify:artist:5yNN92qKENCA4pWmoSZJpG
Dj Handclap,spotify:artist:09mkrE5egTebHNzBmNvDMU
Don McLean,spotify:artist:1gRNBaI4yn6wCCTvRhGWh8
Don Miguelo,spotify:artist:1noWnd8QFQD9VLxWEeo4Zf
Doves,spotify:artist:0LVrQUinPUBFvVD5pLqmWY
Down3r,spotify:artist:4q3VwwEGYza8x6wYhv2JJ7
DRAM,spotify:artist:5M0lbkGluOPXLeFjApw8r8
Dream Koala,spotify:artist:0tWnElR8nnWIsopg1o3xmg
Drive-By Truckers,spotify:artist:1rXr1ZnvbRoYBaedIl9v4v
Dropkick Murphys,spotify:artist:7w9jdhcgHNdiPeNPUoFSlx
Ducktails,spotify:artist:5FQbU5Lrb4pFcW45ZgZzMx
dvsn,spotify:artist:7e1ICztHM2Sc4JNLxeMXYl
Dwight Yoakam,spotify:artist:2sxmKe3CUrWnx7eoXMhOlW
Dylan Schneider,spotify:artist:5lRB3MAJfKzlt7dgYMHWgY
Echosmith,spotify:artist:1PbBg2aYjWLKRk84zJK15x
Eddie Money,spotify:artist:4Tw2N3wdvJPGEU7JqMxFfE
Eek-A-Mouse,spotify:artist:6xqlgBccdlxUh5DeJSx2ho
Eighty4 Fly,spotify:artist:4sqgE7XhJ2Cvu3Z4AvFj0j
Elephant Revival,spotify:artist:3OwOKwd5FsfOD5qlH2tnzs
Ella Fitzgerald & Louis Armstrong,spotify:artist:0ZXEk4WDiPwEkjG6pQ408i
Elle King,spotify:artist:3bhu7P5PfngueRHiB9hjcx
Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b
Elvis Costello,spotify:artist:2BGRfQgtzikz1pzAD0kaEn
Emblem3,spotify:artist:1md9aYaJ6Qt1FHypXICB5V
Emilíana Torrini,spotify:artist:08j69Ndyx1P7RLO3Janb5P
Emily Osment,spotify:artist:7rPQ2z1ji1ctJ6oGYBAo6M
Emily Wolfe,spotify:artist:0WUpndpcjYMzyPwZ996Sha
Emma Watson,spotify:artist:4N3cNXg5phUzRzuJYYxQlV
Emmylou Harris,spotify:artist:5s6TJEuHTr9GR894wc6VfP
Enter The Worship Circle,spotify:artist:3bMEwmvETOTYS7A53MmWms
EPMD,spotify:artist:3zpKjsMg2gw1St5WcWoUJN
Erik Hassle,spotify:artist:6MKNzi38fPQCFRdWOtHqTJ
Escape the Fate,spotify:artist:5ojhEavq6altxW8fWIlLum
Evan Saucedo,spotify:artist:2EHhwXKNONXeoCCY4KjvPE
EXO-K,spotify:artist:6wPBIyIIMxoqgux29bGF8I
Explosions In The Sky,spotify:artist:1uQWmt1OhuHGRKmZ2ZcL6p
Falcons,spotify:artist:7lm68Uw3UZDD1vlAWpLeDL
Fancy Reagan,spotify:artist:3W0scuhlfxxG8erhM5vMBq
Fatboy Slim,spotify:artist:4Y7tXHSEejGu1vQ9bwDdXW
Father,spotify:artist:10AY17ALos2o3akPqrPydw
Faul,spotify:artist:2Dxbev9hZzbiEEwocnObzH
Felix Palmqvist,spotify:artist:0Pplwl6xg5HjaBEJQARSsd
Felix Snow,spotify:artist:1qskAseW7apRxJBpYAO9Yk
Fenech-Soler,spotify:artist:5GqAhBdaiG5StP2EHhmw8B
Fiona Apple,spotify:artist:3g2kUQ6tHLLbmkV7T4GPtL
Floetry,spotify:artist:0un6YenPxWZ2VW4aFGMupM
Florrie,spotify:artist:2fkmfYw1KeOiDLA6MHDwU8
Folly and the Hunter,spotify:artist:0wVM7wzVUwZRmOeTfCAJV0
Foreign Beggars,spotify:artist:0sQ1wgSdRpoysgsa1VnI4G
Frances,spotify:artist:4m6VmvHDXWmVdIw6EJGQ86
Frances Cone,spotify:artist:5xKsfZBL84iULLWjvd4dWh
Frankie Lymon,spotify:artist:2KMQz6s6MNRr4bxI8EQdRk
Frankie Lymon & The Teenagers,spotify:artist:40Zt6u0Ig5vXtrq0htgqvt
Crooked Still,spotify:artist:7LOJ56d8VmOebynlV01KfU
Culture Club,spotify:artist:6kz53iCdBSqhQCZ21CoLcc
Damian Marley,spotify:artist:3QJzdZJYIAcoET1GcfpNGi
Dan Black,spotify:artist:5kW3q7Vywlw24apaeufin6
Daniel Bashta,spotify:artist:4m4IdLlhaYvaj2Jf4OJF1O
Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA
Daniela Andrade,spotify:artist:0WfaItAbs4vlgIA1cuqGtJ
Danny Padilla,spotify:artist:5148ArIqx11KON7HEAWLeW
Darryl Worley,spotify:artist:4zIBkSJcqRp4ADuFI94WvO
Das EFX,spotify:artist:0auu2itHTxEdAMRHvx7CyG
Datsik,spotify:artist:48q2mPVwlKnlSaCx07i6Ta
David Allan Coe,spotify:artist:6nwh8AhPpbwOUnHZJWrHT6
DAY26,spotify:artist:7dpKVB4mK3ufNdZOpMKtrd
Dead Or Alive,spotify:artist:5WWSL6rElJeUk3Uc1S2RyD
Dear Nora,spotify:artist:1imEozQrzLhh9b8LOZESx5
DeBarge,spotify:artist:6is2U7I1jlI8PjxNZOHIMV
Debbie Deb,spotify:artist:2fpDcOSlkE5VVZdL6BEczL
Default,spotify:artist:4nCzT3o7lMgCWBcmdwCMsT
Defeater,spotify:artist:1L3hqVCHSL1Ajy3m0z1bAT
Delta Rae,spotify:artist:0iidQFemlPhkoHqFroz2my
Devour the Day,spotify:artist:4olk2DDoPvzAJlJBonZFHk
Diamond Eyes,spotify:artist:7u7MDzwo7VtVe7FhS3cq8Y
Dice Soho,spotify:artist:4gIRkExQ9L5kAPKiqYJk4R
Dilated Peoples,spotify:artist:56OMwqr8qaLIRH4ZrvvdXq
Dirty Projectors,spotify:artist:5VF0YkVLeVD4ytyiyVSIiF
Disciple,spotify:artist:4D9k73VomKTnVQ6ROnt8IO
Disturbing Tha Peace,spotify:artist:3FsQX7FsrZAzTU9ah45P7O
DJ Cassidy,spotify:artist:1xLOb1CC0N70wA28T7Q5uE
DJ Katch,spotify:artist:1AAfkmCFRTSDg18GQ3itgl
Dj Laz,spotify:artist:5REF3rMSUd6bSRwgV09dzQ
DJ Lizak,spotify:artist:6VoF98E3YOn53LhZA9DZ5H
DJ Quik,spotify:artist:0b2XeWDPeBiLeskT6RFqMb
Dj Simran,spotify:artist:2v8WbVBhQLCZ2VJz85MrIn
DJ Suede The Remix God,spotify:artist:7z7kN3prU5FQJk32gTDYAW
Django Django,spotify:artist:2ARO60gI5do88ho6azmzab
Djniqo,spotify:artist:369HZiH3Vu6BiRHW9d7MXd
Dobie Gray,spotify:artist:3mC1KCuZZSOlN8Z0M56VsV
Dominic Cooper,spotify:artist:0F6wZIBwxstvRk9eQtpvOo
Don Henley,spotify:artist:5dbuFbrHa1SJlQhQX9OUJ2
Don Omar,spotify:artist:33ScadVnbm2X8kkUqOkC6Z
Donavon Frankenreiter,spotify:artist:2IAZ2xX1Ovh5jxhBWE7wda
Donovan Woods,spotify:artist:4SOtk3HtPYKqxnVuxNBMti
Down With Webster,spotify:artist:6eMqM0bpqakYd4EA857uD9
Dr. Hook,spotify:artist:2Mhi3jfuRSdbVZPdjqsnnN
Dre-Bo,spotify:artist:6t8hzqISH79LI2pFBF1YFq
Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we
DYAN,spotify:artist:5oVU37Ru65xPHl7dJG7gR9
Eartha Kitt,spotify:artist:1AwO9pWEBSBoWdEZu28XDC
Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I
Edwynn,spotify:artist:3XX7VQJvnPuFrCSaHgexf5
Egypt Central,spotify:artist:1d5wNTZ8WZYE5WuXXjug9w
Eighty Ninety,spotify:artist:3Fg3y3Gx6hwdzb9sEOWHEW
Elefante,spotify:artist:5oYHL2SijkMY52gKIhYJNb
ELHAE,spotify:artist:6TrQLQR8tUluPbmdPy6jqY
Elvin Bishop,spotify:artist:2G1yVp387GlUf9yvLk6V11
Emily Hearn,spotify:artist:4LuEEQLErHvNdZDxEWf6W1
Emily Vaughn,spotify:artist:3G9gR0x4v3J2Vek0Fw0yf2
Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR
Emma Jensen,spotify:artist:0VvhSiR3ZVt1cA4xCfleUS
Envy On The Coast,spotify:artist:6RvruFAgvsAb4B82u8wsSH
Equal,spotify:artist:0GhHtFklzFecqyUl5mgQ8w
Erasure,spotify:artist:0z5DFXmhT4ZNzWElsM7V89
Dagny,spotify:artist:6Paz0vXJJ9bCPf0fEm3qzg
Dallas Smith,spotify:artist:2HgKf6VcQtGmAKpNXidtiC
Damion,spotify:artist:7fEOJ3pGBWmzaUxm5YJRyZ
Dan + Shay,spotify:artist:7z5WFjZAIYejWy0NI5lv4T
Dan Craig,spotify:artist:46KbRaYs49Dj0SueEu6Nac
Dan Croll,spotify:artist:5Rr15NSbi1Xjno1AEP9u21
D'Angelo,spotify:artist:336vr2M3Va0FjyvB55lJEd
Daniel Bedingfield,spotify:artist:11hIqBsGRPztdjBHCSLClX
Darwin Deez,spotify:artist:5ERkupmHea6uS0nwKr2zcz
Das Sound Machine,spotify:artist:3OIHrPeryKmEnrOHCh0x7a
Dashboard Confessional,spotify:artist:4ERtgeBbWRkFzIz6LaFCeY
David Crowder Band,spotify:artist:7DhP3bGT7dzr1dCkkH5mTS
David Gray,spotify:artist:7J2lZBANizgPNfUzux31PV
Dawa,spotify:artist:7d2TmDcODDON6yZTLm8n5p
Daywind,spotify:artist:6PJRmvCkUyt2zEItEBXiMv
De La Soul,spotify:artist:1Z8ODXyhEBi3WynYw0Rya6
Deltron 3030,spotify:artist:2efzHZrUGhawnSOTpyAHOQ
Denim Blue & Miclain Keith,spotify:artist:1XK7PcHslf4GR1y13VSNuJ
Deniz Koyu,spotify:artist:39PhMWg1aAuuZcph0OXGu6
Derek & The Dominos,spotify:artist:2rc78XDH9zuJP6bm78lU8Z
Devendra Banhart,spotify:artist:1YZEoYFXx4AxVv13OiOPvZ
Diana Krall,spotify:artist:5z1VAFwT35EVvCp1XlZZuL
Dick Van Dyke,spotify:artist:6XIT5sGHOtxVgqtSnMCYZ6
Die Antwoord,spotify:artist:6urkHDoIVO1WO8vNIwcJmM
Dio,spotify:artist:4CYeVo5iZbtYGBN4Isc3n6
Disciples,spotify:artist:5EehXjjMktLuJmbRsM7YfB
DJ Casper,spotify:artist:5o7DmXxAI7rg7qBUvcLq2s
DJ Shadow,spotify:artist:5CE2IfdYZEQGIDsfiRm8SI
Dolla,spotify:artist:5Gc3IYdgY3PVcuf8FPMxDI
Dolly Parton,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU
Donny Osmond,spotify:artist:5ZEAzHE2TzAwUcOj6jMIgf
DragonForce,spotify:artist:2pH3wEn4eYlMMIIQyKPbVR
Dre Dog,spotify:artist:3zXjoOkcADDEhRqhKi3qgF
Dreezy,spotify:artist:7gWumE1wMALHXANLSIt054
Drew Holcomb & The Neighbors,spotify:artist:4RwbDag6jWIYJnEGH6Wte9
Dru Hill,spotify:artist:1255GTUKNCLCTvH9ctD4cT
D-Why,spotify:artist:2NEV1rTY8EalBHz91d3cW9
Dynamite Boy,spotify:artist:3aKzt9FJXUwqntOj7ZAGT5
Eels,spotify:artist:3zunDAtRDg7kflREzWAhxl
Eiffel 65,spotify:artist:64rxQRJsLgZwHHyWKB8fiF
Eli Young Band,spotify:artist:6eKWqnckwdIlSnjaYgIyxv
Emeli Sandé,spotify:artist:7sfgqEdoeBTjd8lQsPT3Cy
"Emerson, Lake & Palmer",spotify:artist:0nCiidE5GgDrc5kWN3NZgZ
Emilio Navaira,spotify:artist:5ADSZA6X6nJBe7pTgcE6nA
Emily Blunt,spotify:artist:1Q67mZjXzxBuLSgvgFdtuG
Ennio Morricone,spotify:artist:1nIUhcKHnK6iyumRyoV68C
Esco Racks,spotify:artist:0PPROEFFSu3h7Xw4ZDDoVV
