pid,name,num_tracks,num_samples,num_holdouts,actual_track_count
1004046,Christmas!,53,5,48,5
1004048,CHRISTMAS!,64,5,59,5
1004049,Good Music ,238,25,213,25
1004050,Rock,135,25,110,25
1004055,Throwback Rap,143,25,118,25
1004057,Christmas!,49,5,44,5
1004060,Christmas!!!,74,5,69,5
1004062,CHRISTmas!!!,40,5,35,5
1004063,christmas;)))),82,5,77,5
1004066,Moms ,118,25,93,25
1004067,Covers,132,25,107,25
1004073,Christmasssss,54,5,49,5
1004078,Boda,193,25,168,25
1004082,Christmas,40,5,35,5
1004083,christmas:DDD,49,5,44,5
1004084,Panda,132,25,107,25
1004085,christmas=)),56,5,51,5
1004086,Manny,134,25,109,25
1004089,Boy Bands,136,25,111,25
1004090,Christmasssss,84,5,79,5
1004093,chuck,83,5,78,5
1004094,Church,40,5,35,5
1004096,D&B,91,5,86,5
1004097,D&D,60,5,55,5
1004100,reggueton,144,25,119,25
1004102,D.A.N.C.E.,77,5,72,5
1004103,Da best,44,5,39,5
1004108,Dad,46,5,41,5
1004109,Bump,211,25,186,25
1004111,dad music,41,5,36,5
1004112,Lust,133,25,108,25
1004114,Dad Music,41,5,36,5
1004115,Dad Music,55,5,50,5
1004116,dad playlist,41,5,36,5
1004119,Photoshoot,102,25,77,25
1004122,daddy,88,5,83,5
1004123,daddy,45,5,40,5
1004124,Dads music,76,5,71,5
1004127,dads music,52,5,47,5
1004129,Dad's music,49,5,44,5
1004132,90's,114,25,89,25
1004135,Coachella 2017,222,25,197,25
1004136,daily,76,5,71,5
1004138,DAILY,100,5,95,5
1004140,Colorado,114,25,89,25
1004143,work hard,107,25,82,25
1004145,Daily grind,52,5,47,5
1004147,Breezy,250,25,225,25
1004150,Daily Mix 2,94,5,89,5
1004151,Daily Music,44,5,39,5
1004156,Dance,51,5,46,5
1004158,Dance,61,5,56,5
1004159,Dance,51,5,46,5
1004160,Dance,51,5,46,5
1004161,+++,120,25,95,25
1004163,throwback,152,25,127,25
1004165,dance,73,5,68,5
1004168,Dance,64,5,59,5
1004169,good music,120,25,95,25
1004174,currently,103,25,78,25
1004176,singles,184,25,159,25
1004177,mojo,143,25,118,25
1004179,Dance,45,5,40,5
1004180,Catchy Songs,130,25,105,25
1004190,Shower,104,25,79,25
1004192,poop,120,25,95,25
1004197,Dance,93,5,88,5
1004198,Spring break,155,25,130,25
1004199,dance,67,5,62,5
1004201,dance,68,5,63,5
1004202,Dance,67,5,62,5
1004203,Prom,123,25,98,25
1004204,yea,178,25,153,25
1004205,Dance,42,5,37,5
1004209,dance,94,5,89,5
1004210,Never Gets Old,151,25,126,25
1004211,DANCE,40,5,35,5
1004213,road trip,238,25,213,25
1004219,country mix ,203,25,178,25
1004220,Dance,54,5,49,5
1004221,Jas,127,25,102,25
1004223,College,118,25,93,25
1004225,DANCE,69,5,64,5
1004226,dance,48,5,43,5
1004229,Dance,46,5,41,5
1004230,slow it down,132,25,107,25
1004233,DANCE ,74,5,69,5
1004234,Dance Dance,41,5,36,5
1004236,Rock,107,25,82,25
1004238,Road trip,127,25,102,25
1004240,Dance Jams,65,5,60,5
1004243,Dance Jams,95,5,90,5
1004244,Dance Partay,79,5,74,5
1004246,My music,204,25,179,25
1004247,DANCE PARTY,63,5,58,5
1004249,Dance Party!,75,5,70,5
1004251,Dance pop,56,5,51,5
1004255,dance songs,88,5,83,5
1004256,Its lit,111,25,86,25
1004259,Dancehall,74,5,69,5
1004260,Pregame,138,25,113,25
1004261,Dancehall,45,5,40,5
1004262,Dancing,45,5,40,5
1004263,Daniel,74,5,69,5
1004264,Daniela (:,68,5,63,5
1004265,dank,64,5,59,5
1004266,Boat,140,25,115,25
1004270,Calm,125,25,100,25
1004272,Dank,84,5,79,5
1004276,dank,70,5,65,5
1004280,dank,90,5,85,5
1004281,Dangerous,68,5,63,5
1004282,darkside,80,5,75,5
1004283,Darty,73,5,68,5
1004287,Darty,53,5,48,5
1004288,darty,40,5,35,5
1004290,Darty ,53,5,48,5
1004291,Karen,117,25,92,25
1004294,dat new new,80,5,75,5
1004295,dat new new,71,5,66,5
1004300,Love,184,25,159,25
1004301, jamz,122,25,97,25
1004304,Date,40,5,35,5
1004305,David,61,5,56,5
1004306,david,43,5,38,5
1004308,Crying,175,25,150,25
1004309,JACKS PLAYLIST!,195,25,170,25
1004312,Random,213,25,188,25
1004314,I don't know,103,25,78,25
1004315,2005,224,25,199,25
1004316,David's Playlist,41,5,36,5
1004319,Daydream,54,5,49,5
1004321,pregame,133,25,108,25
1004322,daydream,62,5,57,5
1004325,Slow jamz,144,25,119,25
1004327,daydream,51,5,46,5
1004328,Days,64,5,59,5
1004335,ayy,106,25,81,25
1004336,Good Vibes,108,25,83,25
1004341,dB^),48,5,43,5
1004347,Country Music,232,25,207,25
1004351,Jan,42,5,37,5
1004353,Chill Beats,143,25,118,25
1004356,january,80,5,75,5
1004358,ded,77,5,72,5
1004360,folk/indie,121,25,96,25
1004365,90,168,25,143,25
1004372,Dee,59,5,54,5
1004375,Music,133,25,108,25
1004377,deep,55,5,50,5
1004379,Deep Focus,62,5,57,5
1004381,deep.,40,5,35,5
1004390,rock,164,25,139,25
1004391,THROWBACK!! ,210,25,185,25
1004393,Deez Nuts,49,5,44,5
1004397,Denver,83,5,78,5
1004398,deporte,80,5,75,5
1004399,depp,86,5,81,5
1004400,Depressing,48,5,43,5
1004402,Depression,40,5,35,5
1004403,Desert Island,41,5,36,5
1004404,Destiny,45,5,40,5
1004405,blah,124,25,99,25
1004406,RUNNER,104,25,79,25
1004408,Diamonds,94,5,89,5
1004411,Banda,219,25,194,25
1004418,Jam Out,111,25,86,25
1004419,Diana. ,53,5,48,5
1004421,28,147,25,122,25
1004423,Just cause,228,25,203,25
1004427,dig,68,5,63,5
1004428,'16,127,25,102,25
1004429,Sleep,206,25,181,25
1004436,wedding,203,25,178,25
1004437,Rap/Hip Hop,107,25,82,25
1004443,dig,80,5,75,5
1004444,Throw it Back,110,25,85,25
1004446,Fall 2015,200,25,175,25
1004447,Dinner,61,5,56,5
1004449,Dirt,47,5,42,5
1004455,Dirt,44,5,39,5
1004458,dirt road,49,5,44,5
1004462,Dirt Road,40,5,35,5
1004466,Discover,83,5,78,5
1004467,Discover,44,5,39,5
1004468,Discovered,70,5,65,5
1004472,Discovered Weekly,43,5,38,5
1004474,Disney,53,5,48,5
1004479,Disney,47,5,42,5
1004480,2012,135,25,110,25
1004481,Disney,94,5,89,5
1004482,Childhood,216,25,191,25
1004483,wee,208,25,183,25
1004484,Disney,86,5,81,5
1004486,Disney,74,5,69,5
1004488,disney,51,5,46,5
1004489,study,141,25,116,25
1004490,Disney,54,5,49,5
1004491,Disney,52,5,47,5
1004493,Jams,125,25,100,25
1004495,disney,90,5,85,5
1004496,Disney,72,5,67,5
1004497,80's,181,25,156,25
1004501,Disney,59,5,54,5
1004504,Disney,59,5,54,5
1004505,disney,49,5,44,5
1004509,Disney,52,5,47,5
1004510,Disney,44,5,39,5
1004511,Disney,94,5,89,5
1004512,Disney,45,5,40,5
1004514,Disney,53,5,48,5
1004521,disney,40,5,35,5
1004523,memorial day ,105,25,80,25
1004524,Disney,47,5,42,5
1004525,Disney ,45,5,40,5
1004526,15,102,25,77,25
1004527,Disney ,59,5,54,5
1004528,Bruh,126,25,101,25
1004530,disney ,67,5,62,5
1004533,disney :),90,5,85,5
1004537,Disney Favorites ,79,5,74,5
1004540,EDM,120,25,95,25
1004541,iconic,153,25,128,25
1004543,Disney Jams,85,5,80,5
1004549,Disney movies,50,5,45,5
1004552,Lit,151,25,126,25
1004555,Disney Songs,80,5,75,5
1004556,Disney songs,65,5,60,5
1004560,Disney!,79,5,74,5
1004561,Road trip,135,25,110,25
1004571,Disney!,79,5,74,5
1004574,DISNEYLAND,64,5,59,5
1004580,Workout,217,25,192,25
1004582,classic rock,158,25,133,25
1004583,throwback,107,25,82,25
1004589,Diva,63,5,58,5
1004590,Awesome Playlist,233,25,208,25
1004591,Diva ,64,5,59,5
1004592,nick,129,25,104,25
1004593,Dizzy,69,5,64,5
1004596,DJ,72,5,67,5
1004602,DJ SET,50,5,45,5
1004605,Jesus Jamz,107,25,82,25
1004606,17,127,25,102,25
1004610,dmb,40,5,35,5
1004614,DNA,45,5,40,5
1004619,Do I Wanna Know?,54,5,49,5
1004621,do it ,58,5,53,5
1004624,It's Lit,129,25,104,25
1004626,Hippity Hoppity,209,25,184,25
1004630,Johan ,110,25,85,25
1004631,do work,97,5,92,5
1004637,dog days,47,5,42,5
1004640,driving,243,25,218,25
1004642,dom,47,5,42,5
1004643,Dom,66,5,61,5
1004647,LEGGO,117,25,92,25
1004648,Me,109,25,84,25
1004649,lit,113,25,88,25
1004650,Don't Let Me Down,91,5,86,5
1004651,Don't Let Me Down,69,5,64,5
1004659,DOOM,48,5,43,5
1004661,dope,94,5,89,5
1004662,This one,108,25,83,25
1004667,Oldies,243,25,218,25
1004668,Dope,46,5,41,5
1004669,dope,56,5,51,5
1004670,dope,96,5,91,5
1004671,Black,138,25,113,25
1004674,uh huh honey,191,25,166,25
1004676,Good Songs,173,25,148,25
1004677,Dope,41,5,36,5
1004679,Dope,90,5,85,5
1004681,dope,91,5,86,5
1004682,Work,211,25,186,25
1004684,Dope,72,5,67,5
1004685,Love Songs,109,25,84,25
1004686,DOPE,42,5,37,5
1004689,2014,111,25,86,25
1004690,Dope,84,5,79,5
1004694,Dope,70,5,65,5
1004696,mine,248,25,223,25
1004699,dope ,57,5,52,5
1004703,dope music,83,5,78,5
1004705,dopeness,50,5,45,5
1004706,Down,43,5,38,5
1004707,downtempo,73,5,68,5
1004709,DR,60,5,55,5
1004712,roadtrip,143,25,118,25
1004716,Drake,63,5,58,5
1004720,drake,83,5,78,5
1004723,Drake,48,5,43,5
1004724,PD,152,25,127,25
1004725,Hip Hop,223,25,198,25
1004728,drake ,47,5,42,5
1004730,drawing music,42,5,37,5
1004737,dreaming,44,5,39,5
1004738,Drinkin,40,5,35,5
1004751,One Hit Wonders,139,25,114,25
1004752,drive,57,5,52,5
1004753,Drive,83,5,78,5
1004755,drive,49,5,44,5
1004756,drive,53,5,48,5
1004758,Drive,59,5,54,5
1004762,drive,95,5,90,5
1004764,tb,161,25,136,25
1004769,90s baby,159,25,134,25
1004776,Dance,102,25,77,25
1004777,drive,79,5,74,5
1004785,Peaceful,221,25,196,25
1004786,old school rap,155,25,130,25
1004787,drive,54,5,49,5
1004788,Drive,81,5,76,5
1004789,drive,90,5,85,5
1004790,the one,131,25,106,25
1004792,Coachella 2013,211,25,186,25
1004794,Work it!!,102,25,77,25
1004796,Drive,59,5,54,5
1004797,January 2016,111,25,86,25
1004798,S16,156,25,131,25
1004799,throwbackk,131,25,106,25
1004800,drive,66,5,61,5
1004801,Drive ,75,5,70,5
1004804,Drive ,47,5,42,5
1004806,Back at it,233,25,208,25
1004810,drive ,83,5,78,5
1004814,Drive by,58,5,53,5
1004819,Drive Time,89,5,84,5
1004820,Driving,65,5,60,5
1004821,alternative,101,25,76,25
1004825,driving,43,5,38,5
1004827,driving,53,5,48,5
1004829,BM,139,25,114,25
1004831,Driving,82,5,77,5
1004832,driving,40,5,35,5
1004833,Driving,60,5,55,5
1004834,Driving,67,5,62,5
1004836,Driving,49,5,44,5
1004837,driving,83,5,78,5
1004838,KPOP,118,25,93,25
1004840,driving ,40,5,35,5
1004841,driving ,72,5,67,5
1004842,driving ,53,5,48,5
1004846,driving 3,86,5,81,5
1004847,Driving Music,50,5,45,5
1004848,classics,200,25,175,25
1004850,driving playlist,73,5,68,5
1004852,reggae,139,25,114,25
1004853,driving songs,78,5,73,5
1004855,Drop The Game,85,5,80,5
1004857,Discovered Weekly,114,25,89,25
1004858,Drops of Jupiter,43,5,38,5
1004861,r&b,246,25,221,25
1004864,Drunk,57,5,52,5
1004869,DUBSTEP,59,5,54,5
1004871,<3 ,111,25,86,25
1004882,90/00,124,25,99,25
1004890,Dubstep,40,5,35,5
1004892,As needed,89,5,84,5
1004894,New country,128,25,103,25
1004895,Low stakes,44,5,39,5
1004899,Barely awake,44,5,39,5
1004902,Mellow Drama,75,5,70,5
1004905,Unremarkable,77,5,72,5
1004907,Mildly eventful,75,5,70,5
1004909,Unurgent,77,5,72,5
1004911,Background radiation,70,5,65,5
1004912,Low effort,100,5,95,5
1004914,Sub-optimal,83,5,78,5
1004920,pew pew,111,25,86,25
1004929,Low stakes,83,5,78,5
1004935,fire ,107,25,82,25
1004936,Barely awake,56,5,51,5
1004938,Vibin',224,25,199,25
1004939,Random,136,25,111,25
1004940,Mellow Drama,51,5,46,5
1004943,Unremarkable,51,5,46,5
1004944,Mildly eventful,86,5,81,5
1004945,Family,202,25,177,25
1004951,Unurgent,49,5,44,5
1004952,That good good ,167,25,142,25
1004954,Road Trip,206,25,181,25
1004955,Everything else,207,25,182,25
1004956,Jade,175,25,150,25
1004959,Older,195,25,170,25
1004960,Background radiation,77,5,72,5
1004963,SoundHound,205,25,180,25
1004964,Broadway/Musicals,108,25,83,25
1004966,Shop,136,25,111,25
1004969,Random ,163,25,138,25
1004974,Low effort,94,5,89,5
1004975,hailey,154,25,129,25
1004976,Sub-optimal,52,5,47,5
1004982,Low stakes,47,5,42,5
1004983,Barely awake,91,5,86,5
1004984,Mellow Drama,45,5,40,5
1004988,Spanish music,116,25,91,25
1004991,Unremarkable,69,5,64,5
1004992,Mildly eventful,66,5,61,5
1004995,Unurgent,54,5,49,5
1005004,Background radiation,43,5,38,5
1005005,Low effort,53,5,48,5
1005007,classic rock,103,25,78,25
1005010,good tunes,144,25,119,25
1005020,Sub-optimal,75,5,70,5
1005021,the art of overthinking,67,5,62,5
1005022,party list ,108,25,83,25
1005023,main character energy,43,5,38,5
1005028,PartyXDD,131,25,106,25
1005029,Rock,210,25,185,25
1005030,Wave,190,25,165,25
1005031,smudged eyeliner manifesto,81,5,76,5
1005032,Happy,164,25,139,25
1005034,character development soundtrack,57,5,52,5
1005036,angel hours,60,5,55,5
1005040,r&b ,105,25,80,25
1005041,Crumpled Love Letters,75,5,70,5
1005042,cherry wine stains on vintage lace,72,5,67,5
1005043,Turn Up,119,25,94,25
1005049,Echoes of Yesterday,88,5,83,5
1005054,drawing hearts on foggy windows,48,5,43,5
1005056,the art of overthinking,90,5,85,5
1005059,main character energy,70,5,65,5
1005061,smudged eyeliner manifesto,86,5,81,5
1005063,character development soundtrack,40,5,35,5
1005064,good vibes,120,25,95,25
1005066,Yacht Week!,117,25,92,25
1005068,angel hours,67,5,62,5
1005069,Crumpled Love Letters,57,5,52,5
1005070,Polaroid Kisses,70,5,65,5
1005072,Whispers in the Dark,52,5,47,5
1005073,throwbacks,204,25,179,25
1005075,R&B,133,25,108,25
1005079,throwback,120,25,95,25
1005080,jamz,124,25,99,25
1005081,zero skips fr fr,53,5,48,5
1005082,Golden Hour Grit,56,5,51,5
1005083,the art of avoiding small talk,83,5,78,5
1005084,slow jam,111,25,86,25
1005085,Dylan,44,5,39,5
1005087,Dylan,98,5,93,5
1005091,my brain at 3am,47,5,42,5
1005092,my brain at 3am,94,5,89,5
1005094,fire emoji,118,25,93,25
1005097,angst and algebra,77,5,72,5
1005098,Date,136,25,111,25
1005099,faded postcards,63,5,58,5
1005100,My Love,122,25,97,25
1005103,aesthetic but make it tragic,50,5,45,5
1005109,faded postcards,41,5,36,5
1005113,Cruzin,175,25,150,25
1005117,aesthetic but make it tragic,47,5,42,5
1005121,Sun-Kissed Skin,80,5,75,5
1005122,Sun-Kissed Skin,65,5,60,5
1005124,E.D.M. ,79,5,74,5
1005125,early,51,5,46,5
1005130,Early 2000s,63,5,58,5
1005133,Early 2000s,43,5,38,5
1005136,sad songs,114,25,89,25
1005137,Early 2000's,54,5,49,5
1005142,EASY,54,5,49,5
1005143,Easy Like Sunday Morning,72,5,67,5
1005145,Easy Listening,43,5,38,5
1005147,EASY LISTENING,79,5,74,5
1005149,Sup,105,25,80,25
1005151,Easy Listening,85,5,80,5
1005152,EASY LISTENING,85,5,80,5
1005154,Easy Listening,60,5,55,5
1005155,Party Playlist,116,25,91,25
1005156,Eclipse,50,5,45,5
1005157,Jenna,101,25,76,25
1005158,ECLIPSE,75,5,70,5
1005166,Ed Sheeran (Deluxe),58,5,53,5
1005168,eddy,40,5,35,5
1005169,Edgar,41,5,36,5
1005170,edgy,45,5,40,5
1005171,EDM,46,5,41,5
1005172,EDM,67,5,62,5
1005175,EDM,45,5,40,5
1005178,feel something,171,25,146,25
1005181,Bobby,101,25,76,25
1005184,EDM,48,5,43,5
1005187,EDM,73,5,68,5
1005189,edm,45,5,40,5
1005190,English,194,25,169,25
1005193,<3 ,146,25,121,25
1005194,oldies!!!,119,25,94,25
1005195,EDM,62,5,57,5
1005197,edm,56,5,51,5
1005200,EDM,42,5,37,5
1005201,POP,103,25,78,25
1005202,EDM,49,5,44,5
1005203,EDM,62,5,57,5
1005207,EDM,57,5,52,5
1005209,jams ,162,25,137,25
1005212,camping,183,25,158,25
1005213,EDM,78,5,73,5
1005215,EDM,59,5,54,5
1005218,EDM,93,5,88,5
1005220,#TB,217,25,192,25
1005223,summer 2015,113,25,88,25
1005224,love,131,25,106,25
1005225,Edm,86,5,81,5
1005227,Dance,111,25,86,25
1005231,EDM,72,5,67,5
1005235,EDM,60,5,55,5
1005236,Worship,227,25,202,25
1005240,edm,84,5,79,5
1005244,edm,77,5,72,5
1005245,rock,168,25,143,25
1005252,My Kind of Country ,102,25,77,25
1005255,EDM,56,5,51,5
1005256,EDM ,71,5,66,5
1005258,EDM ,57,5,52,5
1005260,Edm 4032,45,5,40,5
1005261,Oldies but Goodies,105,25,80,25
1005264,Edm 6047,49,5,44,5
1005269,EDM Playlist,56,5,51,5
1005270,party ,157,25,132,25
1005271,Eduardo,40,5,35,5
1005273,Monica,167,25,142,25
1005276,Heartbeat,135,25,110,25
1005283,eels,42,5,37,5
1005284,Christmas,235,25,210,25
1005291,70s,186,25,161,25
1005296,ego,88,5,83,5
1005298,eh ,53,5,48,5
1005303,workout,143,25,118,25
1005306,ROCK OUT,110,25,85,25
1005307,Crumpled Love Letters,203,25,178,25
1005308,EIGHTIES,64,5,59,5
1005312,Throwback ,165,25,140,25
1005313,Eighties,92,5,87,5
1005315,Road Trip,200,25,175,25
1005316,Music,149,25,124,25
1005321,Electric Feel,76,5,71,5
1005325,Electric Feel.,78,5,73,5
1005326,Electric Love,45,5,40,5
1005327,Electro,76,5,71,5
1005335,Electrochill,62,5,57,5
1005337,<3,145,25,120,25
1005339,Electronic,65,5,60,5
1005341,electronic,50,5,45,5
1005343,Electronic ,99,5,94,5
1005346,Eletronic,49,5,44,5
1005347,90s Hits,129,25,104,25
1005349,elevated,64,5,59,5
1005351,elevated ,88,5,83,5
1005353,elevated ,41,5,36,5
1005355,elevator music,69,5,64,5
1005358,Elizabeth,41,5,36,5
1005360,elle,56,5,51,5
1005361,My fav,125,25,100,25
1005363,hmm,121,25,96,25
1005364,Elle,67,5,62,5
1005365,em,80,5,75,5
1005366,Throwback ,182,25,157,25
1005370,drive,136,25,111,25
1005372,Ema,44,5,39,5
1005373,emily,81,5,76,5
1005374,emily,80,5,75,5
1005376,Eminem,57,5,52,5
1005378,Eminem,50,5,45,5
1005379,EMINEM,81,5,76,5
1005380,Eminem,56,5,51,5
1005382,eminem,66,5,61,5
1005383,Background Music,137,25,112,25
1005384,Emma :),54,5,49,5
1005386,Panty Droppers,154,25,129,25
1005388,Emo,95,5,90,5
1005389,Emo Music,42,5,37,5
1005391,emo music,86,5,81,5
1005393,2017,104,25,79,25
1005394,En Espanol,100,5,95,5
1005397,chris,107,25,82,25
1005400,new,186,25,161,25
1005404,End of the world,77,5,72,5
1005407,Energetic,55,5,50,5
1005410,Quiet,184,25,159,25
1005411,Energy,48,5,43,5
1005413,rap,214,25,189,25
1005415,English,41,5,36,5
1005416,English,65,5,60,5
1005417,Carride,213,25,188,25
1005418,#basic,238,25,213,25
1005419,Epic,41,5,36,5
1005423,EPIC!!!,51,5,46,5
1005424,wiz,154,25,129,25
1005426,eric,40,5,35,5
1005429,escape,40,5,35,5
1005430,Tba,119,25,94,25
1005432,hiphop,217,25,192,25
1005433,Espanol,80,5,75,5
1005434,espanol,45,5,40,5
1005435,espanol,60,5,55,5
1005438,Espanol,87,5,82,5
1005439,espanish,46,5,41,5
1005441,Espanol,69,5,64,5
1005443,FUNK,118,25,93,25
1005445,Halloween,167,25,142,25
1005447,essentials,87,5,82,5
1005448,ET,74,5,69,5
1005450,Car,201,25,176,25
1005451,Beach,196,25,171,25
1005452,Drive ,223,25,198,25
1005453,euphoria,54,5,49,5
1005459,Euphoria,42,5,37,5
1005463,Euphoric,74,5,69,5
1005469,Everyday,89,5,84,5
1005470,Oldies but goodies,163,25,138,25
1005474,everyday jams,72,5,67,5
1005475,angst,134,25,109,25
1005477,Everyday Songs,62,5,57,5
1005478,Everyone,63,5,58,5
1005479,EVERYTHING,46,5,41,5
1005480,everything,40,5,35,5
1005482,Everything,44,5,39,5
1005484,Everything,46,5,41,5
1005489,everything,59,5,54,5
1005490,Everything,73,5,68,5
1005492,rock,131,25,106,25
1005497,Rock ,188,25,163,25
1005498,Everything,41,5,36,5
1005500,everything,71,5,66,5
1005501,everything,59,5,54,5
1005502,EVERYTHING,44,5,39,5
1005503,Fav Songs,133,25,108,25
1005506,everything,79,5,74,5
1005508,17,134,25,109,25
1005512,everything,75,5,70,5
1005521,everything,83,5,78,5
1005522,Everything,61,5,56,5
1005524,rap,175,25,150,25
1005525,Everything,88,5,83,5
1005526,Everything ,96,5,91,5
1005527,Everything ,41,5,36,5
1005529,Everything else,81,5,76,5
1005530,everything else,56,5,51,5
1005532,everything!,56,5,51,5
1005533,Exercise,99,5,94,5
1005537,Disney Jams,180,25,155,25
1005539,Exercise,56,5,51,5
1005542,Drive,187,25,162,25
1005543,Vibe,190,25,165,25
1005544,exercise,88,5,83,5
1005546,for chris.,115,25,90,25
1005547,exhale,54,5,49,5
1005549,cristianas,109,25,84,25
1005550,Exodus,96,5,91,5
1005552,Explicit,88,5,83,5
1005553,ey,68,5,63,5
1005554,Eyy,72,5,67,5
1005557,f a l l,44,5,39,5
1005563,faded,46,5,41,5
1005566,Faded,44,5,39,5
1005568,Faded,85,5,80,5
1005569,Fall,69,5,64,5
1005572,fall,48,5,43,5
1005574,fall 17,75,5,70,5
1005575,fall '17,88,5,83,5
1005576,Fall 17,50,5,45,5
1005582,Fall 2014,52,5,47,5
1005583,fall 2014,87,5,82,5
1005585,Fall 2015,95,5,90,5
1005587,Fall 2015,61,5,56,5
1005588,fall 2015,67,5,62,5
1005590,Fall 2017,62,5,57,5
1005596,fall 2017 :),97,5,92,5
1005599,fall 2k18,52,5,47,5
1005603,fall in love,58,5,53,5
1005608,fall jams,67,5,62,5
1005612,Fall Out Boy,46,5,41,5
1005619,fall playlist,56,5,51,5
1005620,My Love,112,25,87,25
1005622,ACL 2015,143,25,118,25
1005623,Fall Playlist,62,5,57,5
1005627,FALL WINTER 2017,42,5,37,5
1005628,Fall/Winter,42,5,37,5
1005630,Fall17,45,5,40,5
1005634,falling in love,48,5,43,5
1005637,90s Country,138,25,113,25
1005639,Bonfire,117,25,92,25
1005642,Family,43,5,38,5
1005643,My Hits,117,25,92,25
1005644,family,73,5,68,5
1005646,Famous,46,5,41,5
1005651,Throwbacks,131,25,106,25
1005653,Fast,43,5,38,5
1005654,Rap,178,25,153,25
1005657,Fav Country,72,5,67,5
1005662,Fav Songs,71,5,66,5
1005663,california,115,25,90,25
1005667,Fav Songs,41,5,36,5
1005670,Sexy,167,25,142,25
1005672,fav. Songs,40,5,35,5
1005673,Fave songs,56,5,51,5
1005675,Favorite,69,5,64,5
1005676,Favorite,89,5,84,5
1005684,FAVORITE,45,5,40,5
1005685,Favorite,42,5,37,5
1005686,Favorite,67,5,62,5
1005694,Favorite,53,5,48,5
1005696,Favorite ,44,5,39,5
1005698,Favorite Country,65,5,60,5
1005699,Amanda,115,25,90,25
1005700,Favorite Country,50,5,45,5
1005706,My favs,101,25,76,25
1005708,favorite country,70,5,65,5
1005709,My Disney,133,25,108,25
1005710,Favorite music,43,5,38,5
1005713,favorite rap,86,5,81,5
1005714,Favorite songs,62,5,57,5
1005715,Favorite Songs,73,5,68,5
1005716,Favorite songs,92,5,87,5
1005717,Favorite Songs,71,5,66,5
1005724,reggie,149,25,124,25
1005725,Favorite Songs,67,5,62,5
1005728,favorite songs ,43,5,38,5
1005729,favvs,73,5,68,5
1005734,favZ,81,5,76,5
1005735,HS,215,25,190,25
1005736,mar,43,5,38,5
1005740,Fun,145,25,120,25
1005741,FEB '18,90,5,85,5
1005743,MARCH,76,5,71,5
1005747,feel,72,5,67,5
1005749,Feel Better,55,5,50,5
1005751,Feel Good,75,5,70,5
1005753,feel good,52,5,47,5
1005756,Feel Good,73,5,68,5
1005757,Feel Good,52,5,47,5
1005760,Feel Good,79,5,74,5
1005761,Turn UP,169,25,144,25
1005764,corridos,131,25,106,25
1005767,Drake,101,25,76,25
1005768,Feel good,79,5,74,5
1005769,Feel good,57,5,52,5
1005770,feel good,50,5,45,5
1005774,Feel Good,84,5,79,5
1005777,tom,164,25,139,25
1005778,Favorite Country,102,25,77,25
1005780,feel good,94,5,89,5
1005792,Feel Good,52,5,47,5
1005793,feel good,40,5,35,5
1005799,feel good,57,5,52,5
1005802,throwback playlist,221,25,196,25
1005803,feel good ,77,5,72,5
1005805,Feel Good ,42,5,37,5
1005808,feel good jams,47,5,42,5
1005814,alternative,176,25,151,25
1005819,feel good music,58,5,53,5
1005820,Feel good music,44,5,39,5
1005821,Feel Good Oldies,66,5,61,5
1005823,twerk out,164,25,139,25
1005827,feel something,52,5,47,5
1005830,tbt,157,25,132,25
1005831,feelin,64,5,59,5
1005834,feelin,81,5,76,5
1005837,Feelin Good,78,5,73,5
1005839,EDM ,107,25,82,25
1005840,feelin good,49,5,44,5
1005842,feelin' good,55,5,50,5
1005843,Rap,157,25,132,25
1005848,feelin good ,48,5,43,5
1005851,Classic Rock,101,25,76,25
1005855,feelin it,40,5,35,5
1005857,Feelin' Myself,62,5,57,5
1005860,Feelin' Myself,77,5,72,5
1005862,Feeling,59,5,54,5
1005864,Feeling Good,60,5,55,5
1005865,feelings,48,5,43,5
1005871,Feels,55,5,50,5
1005872,feels,47,5,42,5
1005873,feels,61,5,56,5
1005875,Feels,52,5,47,5
1005876,Rude Awakening,105,25,80,25
1005877,Feels,52,5,47,5
1005878,Feels,59,5,54,5
1005880,Feels,56,5,51,5
1005885,Feels,58,5,53,5
1005890,feels,43,5,38,5
1005892,feels,49,5,44,5
1005896,lit,150,25,125,25
1005901,feels,47,5,42,5
1005905,Nostalgia,110,25,85,25
1005907,feels,42,5,37,5
1005908,Christian,111,25,86,25
1005910,Feels,93,5,88,5
1005913,feels,42,5,37,5
1005915,Feels,91,5,86,5
1005917,Rewind,118,25,93,25
1005920,feels,42,5,37,5
1005921,feels like summer,58,5,53,5
1005922,femme ,97,5,92,5
1005924,Femme Fatale,55,5,50,5
1005927,fetty wap,45,5,40,5
1005928,Fetty Wap,66,5,61,5
1005929,Fetty Wap,62,5,57,5
1005938,Fiesta,55,5,50,5
1005939,Fiesta,87,5,82,5
1005941,Fiesta ,53,5,48,5
1005945,fiesta:))),52,5,47,5
1005946,FIFA,47,5,42,5
1005948,Ben,145,25,120,25
1005951,Film Scores,55,5,50,5
1005955,study,101,25,76,25
1005957,Fire,43,5,38,5
1005960,Calm Down,102,25,77,25
1005961,Fire,46,5,41,5
1005963,Fire,42,5,37,5
1005969,Fire,94,5,89,5
1005971,Christmas,150,25,125,25
1005973,FIRE,48,5,43,5
1005976,Fire,95,5,90,5
1005982,fire,46,5,41,5
1005987,tbt,243,25,218,25
