track_uri,frequency,track_name,artist_name
spotify:track:1ru5R5iSawvuMELqKXxLjS,8,The Impression That I Get,The Mighty Mighty Bosstones
spotify:track:3gl1RenSXn1biKijZ1qvky,8,Ronald Reagan Era,Kendrick Lamar
spotify:track:64y85LeHY8Z6OlTOM9cpKD,8,Beam Me Up - Radio Edit,CAZZETTE
spotify:track:1paIMWwjQxE1GX3hqQ8IUW,8,Senile,Young Money
spotify:track:3nJjIYchBNkYm7B8XfJf5N,8,Suffocate,J. Holiday
spotify:track:4hEk1CHls2JEDbKIKy8JxV,8,Breakfast In America - 2010 Remastered,Supertramp
spotify:track:4IFYR5smTnHYCLP82AiDrJ,8,Officially Missing You,Tamia
spotify:track:7bkyXSi4GtVfD7itZRUR3e,8,Material Girl,Madonna
spotify:track:2pLw1tu9QEGeidJKBZRaZI,8,Already Ready,Dan + Shay
spotify:track:4wN8Ov3kPZdkJ8XcYxYUGz,8,One Jump Ahead,Brad Kane
spotify:track:4A7qcJp2Sg867JST1pSPJz,8,Promises,NERO
spotify:track:5nIu0VwPOsjkF61zfevLKh,8,Hold My Liquor,Kanye West
spotify:track:2Ae5awwKvQpTBKQHr1TYCg,8,Dynamite (feat. Pretty Sister),Nause
spotify:track:41kE0bBBpwPUZEZKxSIROh,8,Old School,Urban Cone
spotify:track:4XnajLeZt02RnYg4k8kXpm,8,Why,Roy Woods
spotify:track:1pePqg6hTMeaTZNNECqT03,8,Boyz with Fun,BTS
spotify:track:4qHYLoxbKUHu6iZCqEYz7k,8,Like the Way,Aer
spotify:track:1a5Yu5L18qNxVhXx38njON,8,Hear Me Now,Alok
spotify:track:5KWK2vKco16cG0EYxtnBTw,8,Been a While,Sam Feldt
spotify:track:4908mwb34dqgcaxHeFjitw,8,Trust In You,Lauren Daigle
spotify:track:73Q6RsHfAkW8v8CK4pLF5R,8,Changes,Faul & Wad Ad
spotify:track:02JIdsrod3BYucThfUFDUX,8,"Le Festine - From ""Ratatouille"" / Soundtrack Version",Camille
spotify:track:7zJg7aNCvTKW9EtG1Dvzkl,8,Fix My Eyes,for KING & COUNTRY
spotify:track:6DmfWj5kOa1fX8AwN9byOn,8,L.A. Woman,The Doors
spotify:track:7neVcKsbivjMDIkdfoao5m,8,Bow Chicka Wow Wow,Mike Posner
spotify:track:3THTZMkVV2onr7xM5yb6WZ,8,Nina,Ed Sheeran
spotify:track:0mJQlCl9YgxW7kyeltNiVk,8,Touch Of Grey,Grateful Dead
spotify:track:5A0aUvnfAEcmUx3hoXjI8R,8,I'm So Into You,SWV
spotify:track:2Xcvt8NRLw0xbB3ClfW8MI,8,Temporary Fix,One Direction
spotify:track:7j4IOedQQtMpSHEvyXZsHI,8,ILYSB - STRIPPED,LANY
spotify:track:5Ddlk6C2JVxb1SReZ6O1wk,8,Drain You,Nirvana
spotify:track:5f6igUw1asUL4AGXSvgTW8,8,Levels - Skrillex Remix,Avicii
spotify:track:2aEeghgUcnu75tzcolFMfs,8,La Bamba,Ritchie Valens
spotify:track:4dI4oscajpdtjpg2dP1x28,8,"Shake, Shake, Shake",Bronze Radio Return
spotify:track:5tWMjGYFhWW38gIlyxgste,8,Say My Name (feat. Zyra) - Hermitude Remix,ODESZA
spotify:track:5FQd4JXRcl2UwIToN7hkkk,8,Not The Only One,Kevin Gates
spotify:track:5fgkjhICZnqFctrV0AyuQD,8,Walking In Memphis,Marc Cohn
spotify:track:7gMOe0gXYcELUoVugfMmHP,8,You May Be Right,Billy Joel
spotify:track:5bgFKHB5Y9OqyjHaC1OhVq,8,Do It,Mykko Montana
spotify:track:6mYrhCAGWzTdF8QnKuchXM,8,If I Could Turn Back Time,Cher
spotify:track:4qKDjmz094Bu2wMepNuwVN,8,"Main Title / Once Upon A Dream / Prologue - From ""Sleeping Beauty"" Soundtrack",Chorus - Sleeping Beauty
spotify:track:6oOIyc6GGm0V2uuIv2xOx6,8,COOL,Troye Sivan
spotify:track:6PS9AdyOKTPwlDPfLzJ7Ow,8,Greetings from Califournia,The Neighbourhood
spotify:track:4UUFTQKwwId0n1P9t4ZQhx,8,U Guessed It,OG Maco
spotify:track:562oeuAN5GH85iE7FQVKSB,8,She Way Out,The 1975
spotify:track:1DasuoqKuAymXhEpgSqrlx,8,U + Ur Hand,P!nk
spotify:track:2eT7KWlYDDvh6680cGEpsm,8,Drinks After Work,Toby Keith
spotify:track:2UmtjSvU9FOVKJH9trz7Ht,8,Too Easy,Futuristic
spotify:track:6KzL8s8GdRbd5Mal8yLz6R,8,Better Together,Us The Duo
spotify:track:1UjyF6okUHhnVxaLV8ojsA,8,Am I Wrong,Anderson .Paak
spotify:track:1p5kC161fWMA2QlwV3Vi4W,8,Fuck It (I Don't Want You Back),Eamon
spotify:track:0dRhSF9LV0HR8Jwd3MMMKJ,8,Everytime,Britney Spears
spotify:track:163F4SPkExGwITk7VKz5sp,8,Salt,Bad Suns
spotify:track:20iakTsX1xqTvcqKYH6W8k,8,One Thing Remains (feat. Kristian Stanfill) [Live],Passion
spotify:track:4dvNIeJawEWqMe1ZfYKcXt,8,Who You Are - Int'l Version,Jessie J
spotify:track:6PQ0WLZnT479J7Q1TGIb3n,8,If I Didn't Have You,Thompson Square
spotify:track:6Vkpe06Bc5pbTrr9IBzOrs,8,Outlaws,Alessia Cara
spotify:track:4PkJ7c9y1CwpuVOiJODnCZ,8,Someday,Nickelback
spotify:track:76Y07hjDi7fjJnZKsQbEaF,8,Beautiful Liar - Main Version / Album Version,Beyoncé
spotify:track:18uWq4KeR9YEFMUyQhtneT,8,Mack Down,Sage The Gemini
spotify:track:7mazffu6nlIv0rtRyPDMTD,8,Find You,Zedd
spotify:track:6ewQE1dNPv9qqlnB1CxrvM,8,Mind Mischief,Tame Impala
spotify:track:3Tpi6mmiB6uhN3IArXSVxj,8,The Sleaze,Wiz Khalifa
spotify:track:7r9ZTgy31yObGZE6ZYDlQg,8,Be Yourself,Audioslave
spotify:track:2IuWB214OCchhPrBK8OtIR,8,Bank Rolls - Remix,Tate Kobang
spotify:track:2oCIHudP9wgI3OshvOtNfG,8,She Lit A Fire,Lord Huron
spotify:track:5N3S3D1qbzpFpaqwcHctf2,8,I Am,Crowder
spotify:track:6BJOQ94yeGXYwuR6X9QO1N,8,Big Star,Kenny Chesney
spotify:track:1oPHQirLVcgj85NWdiyuJD,8,Cool,Gwen Stefani
spotify:track:6bdDMSGOpu4u2AT4rarSDc,8,What Do You Want,Jerrod Niemann
spotify:track:5O6s0PE6NQ9sDBBF346d6h,8,Kings & Queens (Throw It Up),SoMo
spotify:track:0gsIQwgHmi1DGv1n2IipUr,8,Move,Little Mix
spotify:track:1c9LBfX0klXJscJAYDI0Ea,8,Air,Shawn Mendes
spotify:track:3gkSQbWTDBh0ZKq85WmJDz,8,You Don’t Get Me High Anymore,Phantogram
spotify:track:1cJnzAIutJrrO8NUGd6347,8,Paradise Waiting,Vacationer
spotify:track:3hww6gm2UvMGim9inNmw58,8,Michael's Christmas Greeting,Michael Bublé
spotify:track:5xDJfkWp8ufjxjJ6HDb100,8,You Don't Know Me (featuring Regina Spektor) - Explicit Album Version,Ben Folds
spotify:track:1LD52Nzt9wg1vB3F6gelPH,8,Undo,The 1975
spotify:track:3RlcLpMmRvSd84Uw6Yt4Iw,8,I Need U,BTS
spotify:track:798GAE5BFFx7yCcloeTpCr,8,That Girl,Justin Timberlake
spotify:track:3FdHgoJbH3DXNtGLh56pFu,8,Conga,Miami Sound Machine
spotify:track:6W2iNy14pJ4DW30yCY4bop,8,Bed Of My Chevy,Justin Moore
spotify:track:22eADXu8DfOAUEDw4vU8qy,8,Ahora Dice,Chris Jeday
spotify:track:0WWKJsCjOAhymkdt8GuKTt,8,Back At One,Brian McKnight
spotify:track:0uwmgMXqoJ7wh102MTHTN7,8,Made Me,Snootie Wild
spotify:track:3nSiB5WCF2pmRQrYSsteHv,8,Young Volcanoes,Fall Out Boy
spotify:track:3MjfIbsyO8NQ4slgICU32u,8,Physical,Olivia Newton-John
spotify:track:3T6R0ppqCnUW6iJhtUYhO3,8,The Logical Song - Remastered 2010,Supertramp
spotify:track:1NZs6n6hl8UuMaX0UC0YTz,8,Brooklyn Baby,Lana Del Rey
spotify:track:7jZBPuJmkOsfPkwFD30dAA,8,My Girls,Animal Collective
spotify:track:0loKEMa9DP6mLibdFMe6Uv,8,You'll Be In My Heart,Phil Collins
spotify:track:0Pjsm4AaJGPOXHoB6xCgJB,8,Mariposa traicionera,Maná
spotify:track:6l8EbYRtQMgKOyc1gcDHF9,8,Bridge Over Troubled Water,Simon & Garfunkel
spotify:track:2d5NhldpaetRQBVbNveDkK,8,Diamonds From Sierra Leone - Remix - Album Version (Explicit),Kanye West
spotify:track:7isbPMomU1kbgaNKOFocGJ,8,One Time Comin',YG
spotify:track:5ifL52BDfPFd8zLMA1DOiI,8,We Rock,Cast Of Camp Rock
spotify:track:045sp2JToyTaaKyXkGejPy,8,Fake Plastic Trees,Radiohead
spotify:track:14j4diRlUSWvbq5t0rgR6b,8,Satellite,Guster
spotify:track:2BFeLCEDQBecReNuLbOHoQ,8,Blue Hunnids,Kool John
spotify:track:2YnZVGFZL9xf3TQIyOvSYQ,8,Steal Her Man,Taylor Girlz
spotify:track:1Q8BwH9SLmp5kq8JeEh5qk,8,Sweet Thing,Keith Urban
spotify:track:6QfnvcOKsdN4Q6exUWVuzn,8,Ohio Is for Lovers,Hawthorne Heights
spotify:track:0LX4f8NnYnGxuryfP1MtJf,8,South Side Suicide (feat. Pouya),$uicideBoy$
spotify:track:2KMCM2dirSnthfYKNjS8iT,8,LES,Childish Gambino
spotify:track:01KdLUbWrTXdviMq7bDhip,8,Deserve It,Big Sean
spotify:track:3I05foFixB2sSZvV5Ppty8,8,Blank Space/Stand By Me - Live From Spotify London,Imagine Dragons
spotify:track:1OwHOfTeJkdRhdqq93y2XV,8,Need The Sun To Break,James Bay
spotify:track:3JbqwFY5q0ORO3siv5zL3A,8,Smooth Sailin',Leon Bridges
spotify:track:6DkmFhzJrkVhDlcgcEy7Pc,8,Down For You (feat. BJ The Chicago Kid),Kehlani
spotify:track:57Wy35qgvnoydFtN3jWaJU,8,Garden Grove,Sublime
spotify:track:2CtCwQhY0ZLvr8L2l8Bo6e,8,Stand Up,Ludacris
spotify:track:4bzEnd93dLez0WJxsEoTca,8,Broken Crown,Mumford & Sons
spotify:track:3hyi4CYvZ3K6EqAI2ja7pl,8,Sweet Emotion,The Kooks
spotify:track:7m2g1kKuF7Tre2PzjK3Lnh,8,Can't Get You Out Of My Head,Kylie Minogue
spotify:track:0Zbbxnx4SGGHoIow4PpISP,8,Stargazing,Kygo
spotify:track:6zQq3TrWnilO8SR1fgvTeD,8,Strange Love,Halsey
spotify:track:4aJnMRNeuDZSQN7FaSNGtM,8,How Did I Get Here,ODESZA
spotify:track:16dXg2YuFOxwDC3cTf5jde,8,Conscience (feat. Future),Kodak Black
spotify:track:6d9IiDcFxtFVIvt9pCqyGH,8,Sparks Fly,Taylor Swift
spotify:track:0dBW6ZsW8skfvoRfgeerBF,8,Mine,Taylor Swift
spotify:track:6lEIjrQNwJPecJ7mMXjhjo,8,Wanna Be A Baller,Lil' Troy
spotify:track:6cyY0oyuKOD9Y5CDbyYMIm,8,F-U,Yo Gotti
spotify:track:3nC688MXGnFDAcL3lU1Ray,8,Crazy Beautiful Sexy,Old Dominion
spotify:track:72umswj0Jlu9EVT5uoL2hl,8,Tip Toe Wing In My Jawwwdinz,Riff Raff
spotify:track:21QaCM5SdwjGbAimqJUnmC,8,B.E.D.,Jacquees
spotify:track:4Fi7fihVNkHPfBZ7KeSXVH,8,Photo Copied,Future
spotify:track:1vIgWwwCPb0cNBEYruS8Nw,8,Water Tower Town,Scotty McCreery
spotify:track:6Rub0yVzyuMF8XlPWa5XlG,8,Hearts Like Ours,The Naked And Famous
spotify:track:3xEqegrcyQtfhWeEMnDyCG,8,Hollywood,RAC
spotify:track:198dZZVS2hHVMhcQapDFOW,8,Memories That You Call,ODESZA
spotify:track:6h2qCXYJRuAWo7mxSmkrYn,8,Hey Ya,Sweater Beats
spotify:track:5gRUHiPQKr4JNh1cFR50PF,8,To Whom It May Concern,The Civil Wars
spotify:track:5390Dk3Wx3GZckgdEKSWyR,8,Lil Pump,Lil Pump
spotify:track:3iOdP2j5OH6Gjrvn16NZp6,8,Teen Idle,Marina and the Diamonds
spotify:track:6aVmwG7MnSN4tdDEZ6RDQp,8,Only Thing I Ever Get For Christmas,Justin Bieber
spotify:track:4tVEJTR4VgBvvb2R6phA2v,8,Pusher Love Girl,Justin Timberlake
spotify:track:2gPl93XdGnfKUykwxVHUYt,8,Go Get It,T.I.
spotify:track:4WC72P8F0CnYmqoPYQ7JDD,8,Bottom of the Bottle (feat. August Alsina & Lil Wayne),Curren$y
spotify:track:40Gxnw5Vc8hnhGFknXHe3R,8,All My Life,Foo Fighters
spotify:track:20XdEFyaUR9C7aDIdq2OAd,8,Summertime,DJ Jazzy Jeff & The Fresh Prince
spotify:track:1w5sLDYzYAGI0AkLc6FPlO,8,Is This Love - Remix,Bob Marley & The Wailers
spotify:track:7bEKga8eFygrhFWB5KTl3A,8,Hmmm,Hott Headzz
spotify:track:7Clb8su2UxUJ4CQUtDW2UZ,8,Even My Dad Does Sometimes,Ed Sheeran
spotify:track:4izhmF4sQgGemZpLC68bC5,8,Before You Start Your Day,Twenty One Pilots
spotify:track:3xMVrVMmWh5ti8wBn1QGAz,8,Listen - from the motion picture Dreamgirls,Beyoncé
spotify:track:4tAru66VGVLWYjg90UV4vJ,8,Culo,Lil Jon
spotify:track:5D2eCwqbHcqOnfHOCM6TnV,8,No More Mr. Nice Guy,Alice Cooper
spotify:track:0x4KG7bxABwL5TIhC9k9EN,8,I Need A Forest Fire,James Blake
spotify:track:5lJH3o6AFW9Aig1CdRdAF1,8,Crossfire,Stephen
spotify:track:2x0supcZhd6NEH1nem9DnR,8,The Night They Drove Old Dixie Down - 2000 - Remaster,The Band
spotify:track:6ybViy2qrO9sIi41EgRJgx,8,Don't Know Why,Norah Jones
spotify:track:1KYD72wtZ4o6wZkxZ0MSPg,8,Really? Yeah!,KYLE
spotify:track:2X6Uw1FLKAK5Hxnx6fgCk0,8,Falling,Opia
spotify:track:5LxQohFfm9A4V1VSTS1RDG,8,Don't Be A Fool,Shawn Mendes
spotify:track:65N2jXm9IZeSLaGM6G65YE,8,Three Empty Words,Shawn Mendes
spotify:track:46Y1VsEbWAQ7dIZe1gpnve,8,You Only Live Once,The Strokes
spotify:track:3RBGG1be9aBaSvjnw6ABkh,8,Rockin' That Sh**,The-Dream
spotify:track:5tMdNsKOlNr0iUFtSE1BwG,8,Day That I Die (feat. Amos Lee),Zac Brown Band
spotify:track:6wtcxwSJs82tpdeIoj93LF,8,While I'm Alive,STRFKR
spotify:track:0iSWAT0EL8TwmzcgBjKMh6,8,What a Feeling,One Direction
spotify:track:0PaemlGLiH2O6nAxRCzmee,8,Don't Need Nobody,Ellie Goulding
spotify:track:6rQvEE7Jvkdwnn8RroMs15,8,I Forget Where We Were,Ben Howard
spotify:track:5pZupzhQ1KAq8sFtFxS3nG,8,Becky,Plies
spotify:track:1Ui3r0Ih8F2MroiCWreCYi,8,Rise,Katy Perry
spotify:track:7aF09WaavZAmAWuUeYxlYD,8,Rich Love (with Seeb),OneRepublic
spotify:track:35QZaWQRkmnAVqBF1TLCxQ,8,Nancy Mulligan,Ed Sheeran
spotify:track:2eAAEa8pxKF7My0EO4rFgR,8,Blow Your Mind (Mwah),Dua Lipa
spotify:track:43sNw9nvGYGLYnNiwI8oMZ,8,Freek'n You,Jodeci
spotify:track:76YDsWGWezclVy9Z6sDGhf,8,Da' Dip,Freak Nasty
spotify:track:1I93YiKgu2P5pwprWmziPI,8,Up All Night,One Direction
spotify:track:20aASiwfsbiLlaJxLiC0PQ,8,Radar Love,Golden Earring
spotify:track:42NpUvd0I2kdIuMXX4nobE,8,Remember I Told You,Nick Jonas
spotify:track:6CvTbrBxxc5jFwqsivhpxh,8,Anziety,Logic
spotify:track:1Epb6Kfe3GTgKrrWs1Y4Wy,8,Badd,Mike Jones
spotify:track:0dy8wVOaoi2MR9NOOm4cz1,8,Pay No Mind,Madeon
spotify:track:5AsLwfhLMlcFLvwdlTfd83,8,Ice Cream Truck,Montana of 300
spotify:track:0XyeD5XgusMHQlEVlUfxSn,8,Wild Horses,Bishop Briggs
spotify:track:4Y6cDd4EPHcEbiUKdyvNwM,8,Macarena,Los Del Rio
spotify:track:11hQvcLydGTyXS3Wo6AkmW,8,Wasted (feat. Plies) - feat. Plies Album Version,Gucci Mane
spotify:track:2ofOe2OaXFpZF5ETbsc7Qu,8,Honeymoon Avenue,Ariana Grande
spotify:track:278Ao6KQDxWGGszv24uvhI,8,Bang Bang,Green Day
spotify:track:3ORfa5ilEthp2U0TRcv7kv,8,Patiently Waiting,50 Cent
spotify:track:2aLJLYZe3dkIvMM9wGb4Gw,8,I Don't Sell Molly No More,ILoveMakonnen
spotify:track:4YLrDf8qrpEfGo8Btndj08,8,Hurricane,MS MR
spotify:track:1z15fhSgN6U2k4gqA1Zu4j,8,Something New,Zendaya
spotify:track:3RptaQ5Xb8WvtpItZ2f9Hi,8,Snuff,Slipknot
spotify:track:5VrgqxF4HM4NgCboCTbMnL,8,HEAVEN,Troye Sivan
spotify:track:2D9BrlpeyjXF0vli2dYQ5V,8,Angels Fall,Breaking Benjamin
spotify:track:7AqISujIaWcY3h5zrOqt5v,8,Forget You,CeeLo Green
spotify:track:5D25Vmd458UZ6n27g76d3l,8,Have Faith In Me,A Day To Remember
spotify:track:6HK4YGOpZr1ost68QP3ul0,8,Ride Slow,Russ
spotify:track:2wQVmS0j4xcSbEK8CLEgwz,8,Born Sinner,J. Cole
spotify:track:1leXuBiWQMgbvOIIedqbLB,8,Kangaroo Court,Capital Cities
spotify:track:2JuasWPUodaUxf5nwNpciQ,8,Nutshell,Alice In Chains
spotify:track:77ZdAoTHYoF6Umo76HFD4m,8,The Fighter - feat. Ryan Tedder,Gym Class Heroes
spotify:track:4oiPC90DjIQXXgMMgbHK4G,8,Free,Donavon Frankenreiter
spotify:track:696pjkYV7x0adMqEQYnBzP,8,Kill The Lights,Luke Bryan
spotify:track:5sCs4grBDnpqaHnzvZHiCF,8,Shot At The Night,The Killers
spotify:track:6LGWlKZOp1Qi8rmjaOJdub,8,Guns And Horses,Ellie Goulding
spotify:track:3u1FiuSpfsgVnekEMXgMwJ,8,"Tag, you're it",Melanie Martinez
spotify:track:2Zu7zUegjrsAaZ9dQYLaEN,8,Take You Higher - Radio Edit,Goodwill
spotify:track:3utq2FgD1pkmIoaWfjXWAU,8,Scenes from an Italian Restaurant,Billy Joel
spotify:track:2uiEqPjMmIJXOKplzsEASP,8,"Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix",Fat Joe
spotify:track:4SF1747p541umnykBp352Q,8,Nobody (feat. Athena Cage) - Featuring Athena Cage LP Version,Keith Sweat
spotify:track:33BkKAyogx7YXVWdrUlr76,8,Halftime,Nas
spotify:track:7kpZ9isu48poYKpaAb0wiR,8,Cold Arms,Mumford & Sons
spotify:track:3QmLR4leyGjTTe0BGHVCRm,8,Prayer,Disturbed
spotify:track:4iCKHGl4ij4YMwFrUZLGEQ,8,Kill The Lights (with Nile Rodgers) - Audien Remix,Alex Newell
spotify:track:32UIpKdyGzgTPTO8e5ge5c,8,Amen - feat. Drake,Meek Mill
spotify:track:1uUGn3Sk4qErHdDqL1OSVA,8,Who (feat. Young Thug),Future
spotify:track:3TgopD2FOwjZBq0YrhbEN4,8,Janglin,Edward Sharpe & The Magnetic Zeros
spotify:track:5vjV8rtLO9H1XVMFTXSbnZ,8,The Sequence,Bryson Tiller
spotify:track:2wLSJ8pnimLiM8oIsIRox4,8,I'm Not The Only One,Sam Smith
spotify:track:6q4XYddaLXrw1v23n4Ai4B,8,Talkin’ 2 Myself,Eminem
spotify:track:3d9JucRI60arArgQXqtfjJ,8,Falling,Alesso
spotify:track:2ttZiP54qV6URjYIEypEZJ,8,Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera
spotify:track:33zbOXJSwW7uf4VXXWow2O,8,the ends,Travis Scott
spotify:track:5eGEc27nnhtmcOh6RC890a,8,Kill You,Eminem
spotify:track:3Ju48PMNQkAGxjJCbWcfeM,8,Pretty Girls (feat. Travie McCoy),Iyaz
spotify:track:4gr5E5KWc7o9WgeDrheed2,8,Build Me up Buttercup,The Foundations
spotify:track:6crppKckRZHpOOxmpPufPg,8,Gettin' Over You (feat. Fergie & LMFAO) - feat. Fergie & LMFAO,David Guetta
spotify:track:5pKBCp3tRnM0VmNW4QL08v,8,Booty,Jennifer Lopez
spotify:track:5EhPC1bNih13D26fGGO0OE,8,Stand (Rascal Flatts),Rascal Flatts
spotify:track:4VYLBtOHx9WYSFXHYnzVbN,8,What Country Is,Luke Bryan
spotify:track:4UIOPiM5kNcJFUoRtdDRZa,8,She Wouldn't Be Gone,Blake Shelton
spotify:track:7bPLo5Fv7h15E2fW3g1mVQ,8,Wanna Know Remix (feat. Drake),Dave
spotify:track:3N0s4EcFNoVEvHa4MPF38u,8,Waiting for Tonight,Jennifer Lopez
spotify:track:0PRntY9Lt8WVCVdksYsCHg,8,Laughed Until We Cried,Jason Aldean
spotify:track:3Y6ILqXqCBNwBTxVda8Z68,8,Not Today,Imagine Dragons
spotify:track:2kfGoV9a5dbSKCNmUWH2ZF,8,Turning Page,Sleeping At Last
spotify:track:1mX6SYJ1ZpcoxQUiER8wOI,8,SING,My Chemical Romance
spotify:track:7zAt4tdL44D3VuzsvM0N8n,8,Afterlife,Avenged Sevenfold
spotify:track:6nJPHXRpKYv2yqtalEjKy5,8,Got the Life,Korn
spotify:track:6yMxfx9wpiuhhdb8vHDVMu,8,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill
spotify:track:3vYQTgxQWWM4VIDHi7qhQ5,8,Everything I Shouldn't Be Thinking About,Thompson Square
spotify:track:2LTlO3NuNVN70lp2ZbVswF,8,FEEL.,Kendrick Lamar
spotify:track:33CehYfkie4ugV2gWaTKlM,8,Sleep Alone,Two Door Cinema Club
spotify:track:23MrkN7g6Q5U7GLIxNHN1B,8,Foxey Lady,Jimi Hendrix
spotify:track:03YZnK3XQWKpvo9TyNZzXf,8,The Emotion,BØRNS
spotify:track:1UKdrdB8kt9N8SQ4nJNRnd,8,Get Up (Rattle) - Radio Edit,Bingo Players
spotify:track:2k9N4caeCIJLOWwWwssrEM,8,Easily,Bruno Major
spotify:track:05f8Hg3RSfiPSCBQOtxl3i,8,When The Levee Breaks,Led Zeppelin
spotify:track:386DfI5sZ0eJi1i6SZVqLw,8,Way Way Back,Luke Bryan
spotify:track:0cfqYhY6B8PbGF9vaVNUeG,8,Hits from the Bong,Cypress Hill
spotify:track:4Nrg8EG7wWTiTOumtpw8gk,8,Let The Drummer Kick,Citizen Cope
spotify:track:3OM0cHwmJv6ZpsCgrEzXPh,8,Dance Hall Days,Wang Chung
spotify:track:1IdTIzkTK6CcpKKgMUGbg7,8,Vultures,John Mayer
spotify:track:4SyowQi18ym4zJGJDBnsTj,8,You Know I'm No Good,Amy Winehouse
spotify:track:2hUFjIbpKaRqs97OjUAmXb,8,Johnny Boy,Twenty One Pilots
spotify:track:0LWINYMC4s8QTdDSb1B3Q3,8,Hanginaround,Counting Crows
spotify:track:0DAVCurdi9ZqkVUKIuikzm,8,Prayin' For Daylight,Rascal Flatts
spotify:track:0DIekYoiwwr1kkTUGmQlSL,8,Strobe - Radio Edit,deadmau5
spotify:track:3XpriBFRWfjCGz3VeIx1zT,8,It’s Only,ODESZA
spotify:track:4WwHFY7aJ6bUcugjb30DDW,8,LUV - Remix,Tory Lanez
spotify:track:4e9hUiLsN4mx61ARosFi7p,8,The Spirit Of Radio,Rush
spotify:track:0fyHfv7X0MRv6B2EfwmW5G,8,Someone to Drink With,Russ
spotify:track:3XyMPyuWwHcGMvXeJY6Qt0,8,Girl On Fire - Inferno Version,Alicia Keys
spotify:track:4XC1n7cIvks7I1ONCWm3W1,8,Wild Out (feat. Waka Flocka Flame & Paige),Borgore
spotify:track:6h0FOQxhnq0iqVsf0I9WsZ,8,White Trash Story,Casey Donahew
spotify:track:44uPR8hTkZmXh40uIx30WK,8,How 'Bout You,Eric Church
spotify:track:15tHagkk8z306XkyOHqiip,8,I'll Be There For You,The Rembrandts
spotify:track:3IaAYtmN8T0YIYVqnxNnVz,8,Bad Guy,Eminem
spotify:track:05l55Q5FpHrMs06JoYcmrR,8,Drove U Crazy (feat. Bryson Tiller),Gucci Mane
spotify:track:3K2oxUQxZTxjluEvk7eqXD,8,All or Nothing,O-Town
spotify:track:4Mr73gFwZUeFnrfRov23we,8,Slave II,Logic
spotify:track:5OGkKx8jP0A5KSULEc6XYZ,8,Realize,Colbie Caillat
spotify:track:1tv6IvWoOilhj0XbBoVVMo,8,Burn - feat. Big Sean,Meek Mill
spotify:track:4uhSo9cVBVpdDCNxf4MBaP,8,Gods & Monsters,Lana Del Rey
spotify:track:06gD2ZtK3Dzc1BYqWExQJJ,8,Broken Halos,Chris Stapleton
spotify:track:4hJfmMjy3wFIOknfYwhouY,8,Wolves,One Direction
spotify:track:2T9QCRiYah7FTX25XebmWm,8,Rebound (feat. Emily Weisband),Drew Baldridge
spotify:track:6pK86Tx0QqX0E64mKuDB5Q,8,Deeper Than Money,Logic
spotify:track:2f4IuijXLxYOeBncS60GUD,8,Crazy In Love - Remix,Beyoncé
spotify:track:4STnruOS34o1TIMxi9p6KF,8,Time (feat. Monty),Fetty Wap
spotify:track:0OaMDKHLCkUNVnxvQbaiDQ,8,Write You A Song,Jon Pardi
spotify:track:7DG0w4DhCctrvlXIai22yg,8,Hark! The Herald Angels Sing,Pentatonix
spotify:track:7aFQa52bLiHwb3BXPbmKdZ,8,Like a Star,Corinne Bailey Rae
spotify:track:51l8jiqsGYCiKUJBLXJvA9,8,Stay With You,John Legend
spotify:track:65E62rOSbm7SZbAMYjNTJq,8,Pride (In The Name Of Love) - Remastered 2009,U2
spotify:track:4zgO1SgXOeFmr6Hno9DLs4,8,Multiplied,NEEDTOBREATHE
spotify:track:73zjTpeBAafn2rk3fT3o6S,8,Cups - Movie Version,Anna Kendrick
spotify:track:6dr6QeqH62tYUiPezRbinq,8,Dope,BTS
spotify:track:4gRA0i5sxx3jAhHaVjPnUN,8,Use Me,Bill Withers
spotify:track:3AsNVBJ7LHsltdu9490ZiS,8,A Girl Like You,Easton Corbin
spotify:track:2WQn7Yvs728KZmmY6tgWqH,8,Eyes Closed,Halsey
spotify:track:67kXYrMTQbS7MVbXyGyxHm,8,Angels,Khalid
spotify:track:2TjdnqlpwOjhijHCwHCP2d,8,The Great Gig in the Sky,Pink Floyd
spotify:track:5lWFrW5T3JtxVCLDb7etPu,8,Bad - 2012 Remaster,Michael Jackson
spotify:track:4faFAhOflLzhfJECveRwva,8,Lonely No More,Rob Thomas
spotify:track:4ggPIxXwOWReIBfyCVW8QI,8,Blood Brothers,Luke Bryan
spotify:track:2Ih217RCGAmyQR68Nn7Cqo,8,You Know How We Do It,Ice Cube
spotify:track:085XpQzAKm4nAfcfRp2get,8,Get Free (feat. Amber Coffman),Major Lazer
spotify:track:15DeqWWQB4dcEWzJg15VrN,8,Our Song,Taylor Swift
spotify:track:3XKIUb7HzIF1Vu9usunMzc,8,Maria Maria - Radio Mix,Santana
spotify:track:1S4sxNGmCASkyRI08YhLtT,8,Gettin' Old,6LACK
spotify:track:6ZimCGmTrqKyUnidBoLG13,8,Fast Car (feat. Kina Grannis),Boyce Avenue
spotify:track:3q2v8QaTnHLveAQzR6gvYm,8,"Sing About Me, I'm Dying Of Thirst",Kendrick Lamar
